player_id,gameweek,position,team_code,points_roll3,points_roll5,xg_roll3,xg_roll5,xa_roll3,xa_roll5,bps_roll3,bps_roll5,ict_roll3,ict_roll5,minutes_roll3,minutes_roll5,defcon_roll3,defcon_roll5,points_std5,team_xg_for_roll5,team_xg_against_roll5,team_elo,opp_xg_against_roll5,opp_elo,has_double_gw,ppm_roll5,start_rate_roll5,gkp_saves_roll3,def_clean_sheet_roll5,def_attacking_return_rate,mid_creativity_roll3,mid_threat_roll3,mid_shots_on_target_roll3,mid_touches_box_roll3,fwd_xg_roll3,fwd_shots_on_target_roll3,fwd_touches_box_roll3,is_penalty_taker,is_corner_freekick_taker,is_direct_freekick_taker
1,8,GKP,3,3.33333,3.6,0,0,0.00666667,0.008,14.6667,16,1.33333,1.66,90,90,9,9.6,2.19089,1.606,0.538,2018.12,1.194,1780.81,False,0.631579,1,1.33333,,,,,,,,,,0,0,0
2,8,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.606,0.538,2018.12,1.194,1780.81,False,0,0,0,,,,,,,,,,0,0,0
3,8,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.606,0.538,2018.12,1.194,1780.81,False,0,0,0,,,,,,,,,,0,0,0
4,8,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.606,0.538,2018.12,1.194,1780.81,False,0,0,0,,,,,,,,,,0,0,0
5,8,DEF,3,8,7,0.0733333,0.088,0.02,0.016,26.6667,24,5.43333,4.4,90,90,14,12.8,4.84768,1.606,0.538,2018.12,1.194,1780.81,False,1.09375,1,,0.4,0.2,,,,,,,,0,0,0
6,8,DEF,3,3,2,0.0333333,0.025,0.0366667,0.0275,17.6667,11.4,2.6,1.62,75,45.8,10.3333,6.8,2.34521,1.606,0.538,2018.12,1.194,1780.81,False,0.333333,0.6,,0.2,0,,,,,,,,0,0,0
7,8,DEF,3,3,3.2,0.133333,0.106,0.0366667,0.026,11,11.6,3.06667,2.7,77.6667,78,9.33333,8.4,2.16795,1.606,0.538,2018.12,1.194,1780.81,False,0.551724,1,,0.4,0,,,,,,,,0,0,0
8,8,DEF,3,4.66667,4.8,0.23,0.216,0.126667,0.09,23,22.6,6.43333,5.92,86.3333,87.8,11,10.4,4.43847,1.606,0.538,2018.12,1.194,1780.81,False,0.8,1,,0.4,0.2,,,,,,,,0,0,0
9,8,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.606,0.538,2018.12,1.194,1780.81,False,0,0,,0,0,,,,,,,,0,0,0
10,8,DEF,3,0.666667,0.6,0,0,0,0,1.33333,1.4,0.266667,0.18,5.66667,7.8,1.33333,1.2,0.547723,1.606,0.538,2018.12,1.194,1780.81,False,0.115385,0,,0,0,,,,,,,,0,0,0
