match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
25-26-efl-cup-chelsea-vs-arsenal,,,,,,False,False,,confirmed,
25-26-efl-cup-newcastle-united-vs-manchester-city,,,,,,False,False,,confirmed,
