id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
8,i,0.0,0.0,6.1,82,4.0,0,0.0,6,-6.0,18.7,15,5.0,149,0,5.0,15.0,4.0,9,532,0.0,813.0,267.0,0.0,24.4,0.0,6783952,171,5202717,152748,0.0,0.0,4.71,1.53,6.24,17.45,0.17,0.06,0.23,0.64,499.0,106.0,48.0,402.6,72.0,14.0,352.0,79.0,7.0,125.7,71.0,13.0,,,,34,,Jurriën,Timber,J.Timber,Ankle injury - Unknown return date,,2452,3,6,13,20,0,0,0,5,0,0,28,178,,,,0.0,0.48,0.73,1.03,5.43,66,82,97
703,a,,,3.9,784,91.0,0,0.0,-1,1.0,0.6,247,33.0,0,0,0.0,572.0,61.0,0,0,0.0,419.0,49.0,0.0,0.0,0.0,94764,50,49356,385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,61.0,0.0,550.0,46.0,0.0,518.0,32.0,0.0,563.0,61.0,,,,34,,Sam,Proctor,Proctor,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
197,u,0.0,0.0,3.8,811,250.0,0,0.0,-2,2.0,0.2,398,149.0,13,0,1.9,352.0,129.0,0,20,0.0,381.0,140.0,0.0,3.4,0.0,34622,0,36411,147,0.0,0.0,0.55,0.08,0.63,3.79,0.3,0.04,0.34,2.08,44.8,425.0,158.0,18.1,407.0,149.0,30.0,370.0,124.0,9.2,427.0,154.0,,,,34,,Oliver,Sonne,Sonne,has joined Sparta Prague on loan for the rest of the season.,,164,1,0,0,4,0,0,0,0,0,0,1,10,,,,0.0,0.0,2.2,0.55,3.84,2,5,4
198,a,100.0,100.0,3.9,758,215.0,0,0.0,-1,1.0,0.9,206,81.0,27,0,2.5,265.0,100.0,0,81,0.0,399.0,149.0,0.0,6.9,0.0,138082,44,301566,255,-0.5,0.0,0.61,0.11,0.72,24.88,0.06,0.01,0.07,2.41,225.2,272.0,110.0,9.8,438.0,155.0,52.0,334.0,107.0,28.9,358.0,122.0,,,,34,,Axel,Tuanzebe,Tuanzebe,,,931,1,0,1,22,1,0,0,1,0,0,11,106,,,,0.0,0.1,2.13,1.06,9.38,12,85,29
209,a,100.0,100.0,4.8,348,218.0,0,0.0,-2,2.0,0.0,623,240.0,53,0,1.8,375.0,158.0,1,228,1.0,260.0,118.0,0.2,11.0,0.0,6259,18,7206,20,0.5,0.0,0.85,0.48,1.33,38.16,0.05,0.03,0.08,2.06,287.2,230.0,97.0,183.8,196.0,128.0,108.0,264.0,144.0,57.2,254.0,124.0,,,,34,,Josh,Laurent,Laurent,,,1669,1,0,2,39,0,0,0,6,1,0,17,177,,,,0.0,0.11,2.1,0.92,9.54,44,72,61
218,a,,,4.2,626,89.0,0,0.0,-3,3.0,1.3,176,28.0,5,0,1.0,466.0,56.0,0,10,0.0,508.0,49.0,0.0,1.2,0.0,235293,429,368153,1234,-0.5,0.0,0.11,0.0,0.11,2.07,0.28,0.0,0.28,5.32,0.2,511.0,62.0,0.6,478.0,60.0,9.0,423.0,57.0,1.0,490.0,58.0,,,2.0,34,,Ashley,Barnes,Barnes,,,35,0,0,0,3,0,0,0,1,0,0,0,2,,,,0.0,0.0,7.71,0.0,5.14,0,0,2
80,a,100.0,100.0,3.9,788,230.0,0,0.0,-1,1.0,0.2,391,145.0,3,0,1.0,460.0,166.0,0,2,0.0,423.0,159.0,0.0,0.8,0.0,17908,72,34399,29,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,4.29,1.8,499.0,177.0,2.5,462.0,168.0,2.0,444.0,167.0,0.6,497.0,173.0,,,,34,,Julio,Soler Barreto,Soler,,,34,0,0,0,2,0,0,0,0,0,0,0,1,,,,0.0,0.0,5.29,0.0,2.65,1,0,4
824,a,,,4.0,727,196.0,0,0.0,0,0.0,0.0,796,264.0,0,0,0.0,627.0,236.0,0,0,0.0,484.0,193.0,0.0,0.0,0.0,136,18,51,8,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,236.0,0.0,610.0,236.0,0.0,580.0,233.0,0.0,619.0,236.0,,,,34,,Conor,McManus,McManus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
91,u,0.0,0.0,5.0,252,152.0,0,0.0,0,0.0,0.0,747,316.0,0,0,0.0,794.0,347.0,0,0,0.0,744.0,315.0,0.0,0.0,0.0,396,0,3905,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,346.0,0.0,791.0,346.0,0.0,786.0,344.0,0.0,793.0,346.0,,,,34,,Luis,Sinisterra Lucumí,Sinisterra,has joined Cruzeiro on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
97,a,100.0,100.0,6.7,46,16.0,0,0.0,-3,3.0,2.5,121,19.0,105,0,3.3,163.0,16.0,6,368,3.7,94.0,13.0,0.6,15.7,0.0,1280256,5532,1236733,6351,3.7,0.0,9.56,1.26,10.82,35.82,0.35,0.05,0.4,1.31,333.6,199.0,19.0,369.3,84.0,3.0,769.0,9.0,6.0,146.9,47.0,10.0,,,,34,,Francisco Evanilson,de Lima Barbosa,Evanilson,,,2460,6,6,9,39,0,0,0,2,0,0,28,112,,,,0.0,0.33,1.43,1.02,4.1,10,34,68
98,a,100.0,100.0,5.4,156,38.0,0,0.0,-1,1.0,0.0,591,80.0,23,0,1.2,447.0,53.0,1,61,0.7,303.0,41.0,0.1,4.3,0.0,15119,82,12442,63,0.7,0.0,1.85,0.06,1.91,4.16,0.95,0.03,0.98,2.14,50.8,421.0,50.0,13.0,419.0,54.0,86.0,292.0,51.0,14.1,403.0,51.0,,1.0,,34,,Enes,Ünal,Enes Ünal,,,175,1,0,0,2,0,0,0,1,0,0,0,15,,,,0.0,0.0,1.03,0.0,7.71,1,9,5
756,a,,,4.5,520,323.0,0,0.0,0,0.0,0.0,743,313.0,0,0,0.0,766.0,327.0,0,0,0.0,685.0,274.0,0.0,0.0,0.0,1960,12,1355,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,326.0,0.0,758.0,326.0,0.0,746.0,323.0,0.0,765.0,326.0,,,,34,,Malcom,DaCosta,DaCosta,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
130,a,,,4.4,572,344.0,0,0.0,-1,1.0,0.1,476,165.0,4,0,1.0,481.0,214.0,0,19,0.0,589.0,203.0,0.0,0.9,0.0,17122,65,20114,94,0.0,-0.5,0.09,0.01,0.1,0.39,0.21,0.02,0.23,0.92,8.4,475.0,212.0,11.5,424.0,211.0,21.0,389.0,195.0,4.2,463.0,207.0,,,,34,,Romelle,Donovan,Donovan,,,38,0,0,0,0,0,0,0,0,0,0,0,5,,,,0.0,0.0,0.0,0.0,11.84,0,0,5
826,a,,,4.5,464,281.0,0,0.0,0,0.0,0.0,822,366.0,0,0,0.0,725.0,296.0,0,0,0.0,632.0,233.0,0.0,0.0,0.0,90,24,17,4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,291.0,0.0,715.0,293.0,0.0,699.0,286.0,0.0,721.0,292.0,,,,34,,Riley,Owen,Owen,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
803,a,,,4.0,706,59.0,0,0.0,0,0.0,0.0,775,90.0,0,0,0.0,610.0,81.0,0,0,0.0,464.0,71.0,0.0,0.0,0.0,253,7,198,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,81.0,0.0,592.0,69.0,0.0,561.0,55.0,0.0,602.0,81.0,,,,34,,Teddy,Sharman-Lowe,Sharman-Lowe,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
770,a,,,4.5,506,314.0,0,0.0,0,0.0,0.0,779,336.0,0,0,0.0,756.0,320.0,0,0,0.0,673.0,266.0,0.0,0.0,0.0,783,22,497,12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,319.0,0.0,748.0,319.0,0.0,735.0,315.0,0.0,755.0,319.0,,,,34,,Seth,Ridgeon,Ridgeon,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
353,a,100.0,100.0,5.2,205,127.0,0,0.0,-3,3.0,0.1,487,171.0,18,0,1.2,446.0,199.0,0,72,0.0,769.0,336.0,0.0,3.5,0.0,8569,80,53224,22,0.5,0.0,0.71,0.59,1.3,10.53,0.16,0.13,0.29,2.34,47.2,423.0,183.0,113.3,270.0,165.0,103.0,269.0,145.0,26.5,370.0,173.0,,,,34,,Daniel,James,James,,,405,0,0,1,13,0,0,0,0,0,0,4,26,,,,0.0,0.22,2.89,0.89,5.78,5,3,18
787,a,,,4.4,563,338.0,0,0.0,-1,1.0,0.0,737,308.0,0,0,0.0,686.0,266.0,0,0,0.0,581.0,198.0,0.0,0.0,0.0,2518,32,1492,19,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,259.0,0.0,674.0,262.0,0.0,655.0,254.0,0.0,681.0,261.0,,,,34,,Sam,Chambers,Chambers,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
557,a,,,4.3,610,359.0,0,0.0,-2,2.0,0.1,545,201.0,0,0,0.0,660.0,249.0,0,0,0.0,544.0,177.0,0.0,0.0,0.0,9259,41,11195,50,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,239.0,0.0,646.0,244.0,0.0,623.0,233.0,0.0,652.0,241.0,,,,34,,Harrison,Jones,H.Jones,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
