match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
26-27-prem-afc-bournemouth-vs-sunderland,,,,,,False,False,,,
26-27-prem-brentford-vs-liverpool,,,,,,False,False,,,
26-27-prem-brighton-hove-albion-vs-crystal-palace,,,,,,False,False,,,
26-27-prem-everton-vs-chelsea,,,,,,False,False,,,
26-27-prem-fulham-vs-hull-city,,,,,,False,False,,,
26-27-prem-leeds-united-vs-manchester-united,,,,,,False,False,,,
26-27-prem-manchester-city-vs-ipswich-town,,,,,,False,False,,,
26-27-prem-newcastle-united-vs-aston-villa,,,,,,False,False,,,
26-27-prem-nottingham-forest-vs-arsenal,,,,,,False,False,,,
26-27-prem-tottenham-hotspur-vs-coventry-city,,,,,,False,False,,,
