match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
26-27-prem-aston-villa-vs-leeds-united,,,,,,False,False,,,
26-27-prem-coventry-city-vs-chelsea,,,,,,False,False,,,
26-27-prem-crystal-palace-vs-arsenal,,,,,,False,False,,,
26-27-prem-everton-vs-sunderland,,,,,,False,False,,,
26-27-prem-fulham-vs-brighton-hove-albion,,,,,,False,False,,,
26-27-prem-hull-city-vs-liverpool,,,,,,False,False,,,
26-27-prem-ipswich-town-vs-brentford,,,,,,False,False,,,
26-27-prem-manchester-united-vs-nottingham-forest,,,,,,False,False,,,
26-27-prem-newcastle-united-vs-manchester-city,,,,,,False,False,,,
26-27-prem-tottenham-hotspur-vs-afc-bournemouth,,,,,,False,False,,,
