match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status
25-26-champions-league-arsenal-vs-slavia-prague,,,,,,False,False,confirmed
25-26-champions-league-athletic-club-vs-newcastle-united,,,,,,False,False,confirmed
25-26-champions-league-borussia-dortmund-vs-manchester-city,,,,,,False,False,confirmed
25-26-champions-league-chelsea-vs-qarabag-fk,,,,,,False,False,confirmed
25-26-champions-league-fc-københavn-vs-tottenham-hotspur,,,,,,False,False,confirmed
25-26-champions-league-real-madrid-vs-liverpool,,,,,,False,False,confirmed
25-26-efl-cup-tottenham-hotspur-vs-newcastle-united,,,,,,False,False,confirmed
25-26-europa-league-maccabi-tel-aviv-vs-aston-villa,,,,,,False,False,confirmed
25-26-europa-league-nottingham-forest-vs-sturm-graz,,,,,,False,False,confirmed
25-26-prem-brighton-hove-albion-vs-leeds-united,,,,,,False,False,confirmed
25-26-prem-burnley-vs-arsenal,,,,,,False,False,confirmed
25-26-prem-crystal-palace-vs-brentford,,,,,,False,False,confirmed
25-26-prem-fulham-vs-wolverhampton-wanderers,,,,,,False,False,confirmed
25-26-prem-liverpool-vs-aston-villa,,,,,,False,False,confirmed
25-26-prem-manchester-city-vs-afc-bournemouth,,,,,,False,False,confirmed
25-26-prem-nottingham-forest-vs-manchester-united,,,,,,False,False,confirmed
25-26-prem-sunderland-vs-everton,,,,,,False,False,confirmed
25-26-prem-tottenham-hotspur-vs-chelsea,,,,,,False,False,confirmed
25-26-prem-west-ham-united-vs-newcastle-united,,,,,,False,False,confirmed
