match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
26-27-prem-arsenal-vs-nottingham-forest,,,,,,False,False,,,
26-27-prem-aston-villa-vs-newcastle-united,,,,,,False,False,,,
26-27-prem-chelsea-vs-everton,,,,,,False,False,,,
26-27-prem-coventry-city-vs-tottenham-hotspur,,,,,,False,False,,,
26-27-prem-crystal-palace-vs-brighton-hove-albion,,,,,,False,False,,,
26-27-prem-hull-city-vs-fulham,,,,,,False,False,,,
26-27-prem-ipswich-town-vs-manchester-city,,,,,,False,False,,,
26-27-prem-liverpool-vs-brentford,,,,,,False,False,,,
26-27-prem-manchester-united-vs-leeds-united,,,,,,False,False,,,
26-27-prem-sunderland-vs-afc-bournemouth,,,,,,False,False,,,
