player_id,gameweek,position,team_code,points_roll3,points_roll5,xg_roll3,xg_roll5,xa_roll3,xa_roll5,bps_roll3,bps_roll5,ict_roll3,ict_roll5,minutes_roll3,minutes_roll5,defcon_roll3,defcon_roll5,points_std5,team_xg_for_roll5,team_xg_against_roll5,team_elo,opp_xg_against_roll5,opp_elo,has_double_gw,ppm_roll5,start_rate_roll5,gkp_saves_roll3,def_clean_sheet_roll5,def_attacking_return_rate,mid_creativity_roll3,mid_threat_roll3,mid_shots_on_target_roll3,mid_touches_box_roll3,fwd_xg_roll3,fwd_shots_on_target_roll3,fwd_touches_box_roll3,is_penalty_taker,is_corner_freekick_taker,is_direct_freekick_taker
1,18,GKP,3,3.66667,4,0,0,0,0,16.3333,17.4,2.2,2.02,90,90,0,0,2.34521,1.53,0.796,2047.2,1.612,1834.97,False,0.666667,1,2,,,,,,,,,,0,0,0
2,18,GKP,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1.53,0.796,2047.2,1.612,1834.97,False,0,0,0,,,,,,,,,,0,0,0
3,18,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.53,0.796,2047.2,1.612,1834.97,False,0,0,0,,,,,,,,,,0,0,0
4,18,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.53,0.796,2047.2,1.612,1834.97,False,0,0,0,,,,,,,,,,0,0,0
5,18,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.53,0.796,2047.2,1.612,1834.97,False,0,0,,0,0,,,,,,,,0,0,0
6,18,DEF,3,2.66667,1.6,0,0,0.02,0.02,13.6667,8.2,1.46667,0.88,60,36,3.66667,2.2,2.60768,1.53,0.796,2047.2,1.612,1834.97,False,0.271186,0.4,,0.2,0,,,,,,,,0,0,0
7,18,DEF,3,2.33333,2.8,0,0.045,0.02,0.02,9,13,1.23333,2.16,58.3333,62,4.33333,6.2,3.42053,1.53,0.796,2047.2,1.612,1834.97,False,0.491228,0.8,,0.4,0,,,,,,,,0,0,0
8,18,DEF,3,3.66667,2.8,0.203333,0.182,0.0333333,0.026,13.3333,10.2,3.6,2.68,90,81.2,5,4.8,1.92354,1.53,0.796,2047.2,1.612,1834.97,False,0.4375,0.8,,0.2,0,,,,,,,,0,0,0
9,18,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.53,0.796,2047.2,1.612,1834.97,False,0,0,,0,0,,,,,,,,0,0,0
10,18,DEF,3,0.666667,0.4,0.03,0.02,0.015,0.0166667,2.33333,1.2,1.43333,0.92,21,21.6,0.666667,1,0.547723,1.53,0.796,2047.2,1.612,1834.97,False,0.0784314,0,,0,0,,,,,,,,0,0,0
11,18,DEF,3,0.666667,3.2,0.105,0.0625,0.135,0.1025,7,13.4,2.5,3.24,40,42,1.66667,3.6,6.05805,1.53,0.796,2047.2,1.612,1834.97,False,0.627451,0.6,,0.2,0.2,,,,,,,,0,0,0
12,18,DEF,17,0.333333,0.2,0,0,0,0,1,0.6,0.1,0.06,3,1.8,0.333333,0.2,0.447214,0.934,1.134,1783.23,1.25,1997.73,False,0.0408163,0,,0,0,,,,,,,,0,0,0
13,18,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.53,0.796,2047.2,1.612,1834.97,False,0,0,,0,0,,,,,,,,0,0,0
14,18,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.53,0.796,2047.2,1.612,1834.97,False,0,0,,0,0,,,,,,,,0,0,0
15,18,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.53,0.796,2047.2,1.612,1834.97,False,0,0,,0,0,,,,,,,,0,0,0
16,18,MID,3,6,5.8,0.29,0.294,0.256667,0.272,29,26,8.6,7.96,86,75.4,5,4.4,3.11448,1.53,0.796,2047.2,1.612,1834.97,False,0.563107,0.8,,,,41.9,27.3333,1,9,,,,1,0,0
17,18,MID,3,2,2,0.08,0.056,0.106667,0.088,11.6667,10.6,6.23333,5.3,70,66.6,4.66667,4.6,1,1.53,0.796,2047.2,1.612,1834.97,False,0.25641,0.6,,,,36.3,13.3333,1,2,,,,0,0,0
18,18,MID,3,0.333333,1,0.07,0.0766667,0,0.0266667,1,2.2,0.133333,1.28,3.66667,20.8,0,0.8,1.22474,1.53,0.796,2047.2,1.612,1834.97,False,0.147059,0.2,,,,0.1,1.33333,0,1,,,,0,0,0
19,18,MID,3,0.666667,1.2,0.1,0.098,0.01,0.012,0,1.4,0.966667,1.38,23.3333,37.2,1,1.2,1.09545,1.53,0.796,2047.2,1.612,1834.97,False,0.176471,0.6,,,,1.06667,10.6667,0,2.66667,,,,0,0,0
