match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
25-26-champions-league-ajax-vs-chelsea,,,,,,False,False,,confirmed,
25-26-champions-league-benfica-vs-newcastle-united,,,,,,False,False,,confirmed,
25-26-champions-league-liverpool-vs-eintracht-frankfurt,,,,,,False,False,,confirmed,
25-26-champions-league-manchester-city-vs-villarreal,,,,,,False,False,,confirmed,
25-26-champions-league-tottenham-hotspur-vs-monaco,,,,,,False,False,,confirmed,
25-26-europa-league-aston-villa-vs-go-ahead-eagles,,,,,,False,False,,confirmed,
25-26-prem-brighton-hove-albion-vs-newcastle-united,,,,,,False,False,,confirmed,
25-26-prem-burnley-vs-leeds-united,,,,,,False,False,,confirmed,
25-26-prem-crystal-palace-vs-afc-bournemouth,,,,,,False,False,,confirmed,
25-26-prem-fulham-vs-arsenal,,,,,,False,False,,confirmed,
25-26-prem-liverpool-vs-manchester-united,,,,,,False,False,,confirmed,
25-26-prem-manchester-city-vs-everton,,,,,,False,False,,confirmed,
25-26-prem-nottingham-forest-vs-chelsea,,,,,,False,False,,confirmed,
25-26-prem-sunderland-vs-wolverhampton-wanderers,,,,,,False,False,,confirmed,
25-26-prem-tottenham-hotspur-vs-aston-villa,,,,,,False,False,,confirmed,
25-26-prem-west-ham-united-vs-brentford,,,,,,False,False,,confirmed,
