match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status
25-26-prem-aston-villa-vs-crystal-palace,,,,,,False,False,confirmed
25-26-prem-brighton-hove-albion-vs-manchester-city,,,,,,False,False,confirmed
25-26-prem-chelsea-vs-fulham,,,,,,False,False,confirmed
25-26-prem-leeds-united-vs-newcastle-united,,,,,,False,False,confirmed
25-26-prem-liverpool-vs-arsenal,,,,,,False,False,confirmed
25-26-prem-manchester-united-vs-burnley,,,,,,False,False,confirmed
25-26-prem-nottingham-forest-vs-west-ham-united,,,,,,False,False,confirmed
25-26-prem-sunderland-vs-brentford,,,,,,False,False,confirmed
25-26-prem-tottenham-hotspur-vs-afc-bournemouth,,,,,,False,False,confirmed
25-26-prem-wolverhampton-wanderers-vs-everton,,,,,,False,False,confirmed
