player_id,gameweek,position,team_code,points_roll3,points_roll5,xg_roll3,xg_roll5,xa_roll3,xa_roll5,bps_roll3,bps_roll5,ict_roll3,ict_roll5,minutes_roll3,minutes_roll5,defcon_roll3,defcon_roll5,points_std5,team_xg_for_roll5,team_xg_against_roll5,team_elo,opp_xg_against_roll5,opp_elo,has_double_gw,ppm_roll5,start_rate_roll5,gkp_saves_roll3,def_clean_sheet_roll5,def_attacking_return_rate,mid_creativity_roll3,mid_threat_roll3,mid_shots_on_target_roll3,mid_touches_box_roll3,fwd_xg_roll3,fwd_shots_on_target_roll3,fwd_touches_box_roll3,is_penalty_taker,is_corner_freekick_taker,is_direct_freekick_taker
1,6,GKP,3,3.33333,5.2,0,0,0.01,0.006,16.3333,23,2.13333,2.52,90,90,9.33333,9,3.34664,1.482,0.656,2007.88,0.508,1860.71,False,0.928571,1,1.66667,,,,,,,,,,0,0,0
2,6,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.482,0.656,2007.88,0.508,1860.71,False,0,0,0,,,,,,,,,,0,0,0
3,6,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.482,0.656,2007.88,0.508,1860.71,False,0,0,0,,,,,,,,,,0,0,0
4,6,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.482,0.656,2007.88,0.508,1860.71,False,0,0,0,,,,,,,,,,0,0,0
5,6,DEF,3,4.33333,5,0.0733333,0.052,0.01,0.008,17.6667,20.4,2.63333,2.58,90,90,10.3333,9.2,3,1.482,0.656,2007.88,0.508,1860.71,False,0.806452,1,,0.6,0,,,,,,,,0,0,0
6,6,DEF,3,1,3.6,0.05,0.025,0.01,0.0075,6.33333,14.2,1.06667,1.74,31.3333,54.8,6.66667,9.2,3.78153,1.482,0.656,2007.88,0.508,1860.71,False,0.6,0.8,,0.4,0,,,,,,,,0,0,0
7,6,DEF,3,3,7,0.0866667,0.312,0.0233333,0.018,10.6667,20.6,2.4,4.52,82.3333,76.2,8.33333,7.2,5.61249,1.482,0.656,2007.88,0.508,1860.71,False,1.22807,1,,0.6,0.6,,,,,,,,0,0,0
8,6,DEF,3,3.66667,7,0.13,0.24,0.07,0.052,20,25,4.73333,6.88,86.3333,68.2,10,8.2,10,1.482,0.656,2007.88,0.508,1860.71,False,1.2069,0.8,,0.4,0.6,,,,,,,,0,0,0
9,6,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.482,0.656,2007.88,0.508,1860.71,False,0,0,,0,0,,,,,,,,0,0,0
10,6,DEF,3,0.333333,0.4,0,0,0,0,1,1.8,0.0333333,0.18,7.33333,13.2,0.666667,1.2,0.547723,1.482,0.656,2007.88,0.508,1860.71,False,0.0754717,0,,0,0,,,,,,,,0,0,0
11,6,DEF,3,0,1.2,,0.01,,0.01,0,4.6,0,0.56,0,14,0,2.4,2.68328,1.482,0.656,2007.88,0.508,1860.71,False,0.222222,0.2,,0.2,0,,,,,,,,0,0,0
12,6,DEF,17,0.666667,0.4,0.04,0.04,0.07,0.07,6.33333,3.8,2.1,1.26,30,18,5,3,0.894427,0.958,1.54,1793.3,1.062,1592.02,False,0.0816327,0.2,,0,0,,,,,,,,0,0,0
13,6,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.482,0.656,2007.88,0.508,1860.71,False,0,0,,0,0,,,,,,,,0,0,0
14,6,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.482,0.656,2007.88,0.508,1860.71,False,0,0,,0,0,,,,,,,,0,0,0
15,6,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.482,0.656,2007.88,0.508,1860.71,False,0,0,,0,0,,,,,,,,0,0,0
16,6,MID,3,0.333333,2,0.04,0.1,0.21,0.11,2.33333,8.2,1.5,3.44,15,37.4,1,2.4,2.54951,1.482,0.656,2007.88,0.508,1860.71,False,0.204082,0.4,,,,10.7667,2.33333,0,2,,,,0,0,0
