match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
25-26-europa-league-ferencvaros-vs-nottingham-forest,,,,,,False,False,,confirmed,
25-26-europa-league-salzburg-vs-aston-villa,,,,,,False,False,,confirmed,
