match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
25-26-prem-afc-bournemouth-vs-manchester-city,307,,14,30.3,1,False,False,,confirmed,
25-26-prem-arsenal-vs-burnley,287,rain,12,13.9,1,False,False,,confirmed,
25-26-prem-aston-villa-vs-liverpool,126,unknown,10,13.6,1,False,False,,confirmed,
25-26-prem-brentford-vs-crystal-palace,17,rain,16,11.7,1,True,False,,confirmed,
25-26-prem-chelsea-vs-tottenham-hotspur,16,,15,19.0,1,True,False,,confirmed,
25-26-prem-everton-vs-sunderland,194,,13,17.7,1,False,False,,confirmed,
25-26-prem-leeds-united-vs-brighton-hove-albion,340,,13,14.3,1,False,False,,confirmed,
25-26-prem-manchester-united-vs-nottingham-forest,97,,12,11.9,1,False,False,,confirmed,
25-26-prem-newcastle-united-vs-west-ham-united,397,clear,14,13.8,1,False,False,,confirmed,
25-26-prem-wolverhampton-wanderers-vs-fulham,180,rain,14,14.4,1,False,False,,confirmed,
