player_id,gameweek,position,team_code,points_roll3,points_roll5,xg_roll3,xg_roll5,xa_roll3,xa_roll5,bps_roll3,bps_roll5,ict_roll3,ict_roll5,minutes_roll3,minutes_roll5,defcon_roll3,defcon_roll5,points_std5,team_xg_for_roll5,team_xg_against_roll5,team_elo,opp_xg_against_roll5,opp_elo,has_double_gw,ppm_roll5,start_rate_roll5,gkp_saves_roll3,def_clean_sheet_roll5,def_attacking_return_rate,mid_creativity_roll3,mid_threat_roll3,mid_shots_on_target_roll3,mid_touches_box_roll3,fwd_xg_roll3,fwd_shots_on_target_roll3,fwd_touches_box_roll3,is_penalty_taker,is_corner_freekick_taker,is_direct_freekick_taker
1,35,GKP,3,4,3.8,0,0,0,0,15.6667,15,1.93333,1.56,90,72,0,0,4.43847,1.52,1.084,2063.76,1.228,1813.1,False,0.622951,0.8,2,,,,,,,,,,0,0,0
2,35,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.084,2063.76,1.228,1813.1,False,0,0,0,,,,,,,,,,0,0,0
3,35,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.52,1.084,2063.76,1.228,1813.1,False,0,0,0,,,,,,,,,,0,0,0
4,35,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.52,1.084,2063.76,1.228,1813.1,False,0,0,0,,,,,,,,,,0,0,0
5,35,DEF,3,4,4.2,0.0333333,0.0325,0.01,0.0225,14.3333,14.6,3.66667,2.74,90,72,8,6.8,4.26615,1.52,1.084,2063.76,1.228,1813.1,False,0.583333,0.8,,0.4,0.2,,,,,,,,0,0,0
6,35,DEF,3,3.66667,4.4,0,0,0.01,0.03,17.6667,17.8,2.4,2.78,90,72,7.33333,6.8,4.5607,1.52,1.084,2063.76,1.228,1813.1,False,0.709677,0.8,,0.4,0,,,,,,,,0,0,0
7,35,DEF,3,0,1.2,,0.15,,0.09,0,5.8,0,0.96,0,14.6,0,0.4,2.68328,1.52,1.084,2063.76,1.228,1813.1,False,0.214286,0.2,,0.2,0,,,,,,,,0,0,0
8,35,DEF,3,0,0.2,,0,,0.01,0,0.6,0,0.22,0,7.4,0,0.8,0.447214,1.52,1.084,2063.76,1.228,1813.1,False,0.0333333,0.2,,0,0,,,,,,,,0,0,0
9,35,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.52,1.084,2063.76,1.228,1813.1,False,0,0,,0,0,,,,,,,,0,0,0
10,35,DEF,3,0.666667,0.4,0.0166667,0.0125,0.01,0.0075,2.66667,1.6,0.966667,0.58,33,19.8,2,1.2,0.547723,1.52,1.084,2063.76,1.228,1813.1,False,0.08,0.2,,0,0,,,,,,,,0,0,0
