gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,home_distance_covered,away_distance_covered,home_walking_distance,away_walking_distance,home_running_distance,away_running_distance,home_sprinting_distance,away_sprinting_distance,home_number_of_sprints,away_number_of_sprints,home_top_speed,away_top_speed,tournament
35.0,,39.0,1678.33,1.0,1.0,56.0,1699.79,True,25-26-prem-wolverhampton-wanderers-vs-sunderland,/matches/sunderland-vs-wolverhampton-wanderers/2esixh#4813724,59.0,41.0,1.49,0.64,19.0,10.0,7.0,2.0,2.0,1.0,1.0,0.0,360.0,227.0,87.0,77.0,11.0,11.0,6.0,3.0,0.52,0.4,0.96,0.24,1.49,0.64,1.71,1.36,7.0,3.0,5.0,5.0,0.0,0.0,12.0,8.0,7.0,2.0,416.0,294.0,163.0,96.0,197.0,131.0,24.0,25.0,62.0,51.0,11.0,3.0,41.0,20.0,13.0,14.0,39.0,16.0,1.0,0.0,0.0,3.0,0.0,1.0,11.0,17.0,,,5.0,7.0,5.0,4.0,26.0,24.0,1.0,6.0,45.0,48.0,27.0,32.0,46.0,54.0,18.0,16.0,53.0,47.0,5.0,4.0,56.0,50.0,4813724.0,False,False,,,,,,,,,,,,,prem
35.0,,8.0,1841.21,,,17.0,1828.62,False,25-26-prem-chelsea-vs-nottingham-forest,/matches/chelsea-vs-nottingham-forest/2vn3ne#4813719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813719.0,False,False,,,,,,,,,,,,,prem
35.0,,3.0,2048.82,,,54.0,1811.89,False,25-26-prem-arsenal-vs-fulham,/matches/arsenal-vs-fulham/37l643#4813716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813716.0,False,False,,,,,,,,,,,,,prem
35.0,,7.0,1886.95,,,6.0,1758.71,False,25-26-prem-aston-villa-vs-tottenham-hotspur,/matches/tottenham-hotspur-vs-aston-villa/2xnfpj#4813717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813717.0,False,False,,,,,,,,,,,,,prem
35.0,,4.0,1825.73,2.0,0.0,36.0,1865.9,False,25-26-prem-newcastle-united-vs-brighton-hove-albion,/matches/brighton-hove-albion-vs-newcastle-united/3gos5a#4813723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813723.0,False,False,,,,,,,,,,,,,prem
35.0,,1.0,1888.47,,,14.0,1933.22,False,25-26-prem-manchester-united-vs-liverpool,/matches/liverpool-vs-manchester-united/2ygkcb#4813722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813722.0,False,False,,,,,,,,,,,,,prem
35.0,,11.0,1821.38,,,43.0,1970.27,False,25-26-prem-everton-vs-manchester-city,/matches/manchester-city-vs-everton/2fauom#4813720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813720.0,False,False,,,,,,,,,,,,,prem
35.0,,2.0,1793.19,3.0,1.0,90.0,1664.97,True,25-26-prem-leeds-united-vs-burnley,/matches/burnley-vs-leeds-united/2akph4#4813721,48.0,52.0,1.64,0.57,18.0,9.0,8.0,3.0,2.0,0.0,0.0,0.0,359.0,421.0,79.0,83.0,12.0,12.0,5.0,0.0,0.98,0.51,0.66,0.06,1.64,0.57,2.3,0.37,5.0,2.0,5.0,4.0,0.0,0.0,11.0,5.0,7.0,4.0,452.0,508.0,211.0,274.0,148.0,147.0,25.0,20.0,43.0,40.0,6.0,5.0,30.0,63.0,14.0,22.0,26.0,17.0,0.0,1.0,4.0,3.0,0.0,0.0,10.0,13.0,,,12.0,8.0,3.0,5.0,13.0,33.0,2.0,5.0,45.0,53.0,22.0,32.0,41.0,59.0,23.0,21.0,52.0,48.0,2.0,7.0,29.0,54.0,4813721.0,False,True,,,,,,,,,,,,,prem
35.0,,94.0,1828.47,2.0,0.0,21.0,1769.64,True,25-26-prem-brentford-vs-west-ham-united,/matches/west-ham-united-vs-brentford/2uwdxd#4813718,48.0,52.0,1.95,0.71,11.0,12.0,5.0,4.0,4.0,1.0,3.0,1.0,222.0,233.0,78.0,78.0,7.0,9.0,1.0,6.0,0.79,0.53,0.37,0.18,1.16,0.71,1.39,0.55,4.0,8.0,2.0,0.0,1.0,4.0,5.0,9.0,6.0,3.0,284.0,298.0,101.0,94.0,121.0,139.0,14.0,25.0,35.0,50.0,2.0,7.0,22.0,35.0,18.0,19.0,19.0,23.0,0.0,1.0,1.0,2.0,0.0,0.0,16.0,20.0,,,3.0,8.0,0.0,2.0,20.0,18.0,4.0,4.0,47.0,48.0,31.0,30.0,51.0,49.0,16.0,18.0,47.0,55.0,6.0,4.0,30.0,33.0,4813718.0,False,False,,,,,,,,,,,,,prem
35.0,,91.0,1847.79,,,31.0,1809.74,False,25-26-prem-afc-bournemouth-vs-crystal-palace,/matches/afc-bournemouth-vs-crystal-palace/2txspy#4813715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813715.0,False,False,,,,,,,,,,,,,prem
