match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
26-27-prem-afc-bournemouth-vs-nottingham-forest,,,,,,False,False,,,
26-27-prem-aston-villa-vs-sunderland,,,,,,False,False,,,
26-27-prem-brentford-vs-everton,,,,,,False,False,,,
26-27-prem-chelsea-vs-leeds-united,,,,,,False,False,,,
26-27-prem-coventry-city-vs-crystal-palace,,,,,,False,False,,,
26-27-prem-hull-city-vs-brighton-hove-albion,,,,,,False,False,,,
26-27-prem-liverpool-vs-manchester-united,,,,,,False,False,,,
26-27-prem-manchester-city-vs-fulham,,,,,,False,False,,,
26-27-prem-newcastle-united-vs-arsenal,,,,,,False,False,,,
26-27-prem-tottenham-hotspur-vs-ipswich-town,,,,,,False,False,,,
