match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status
25-26-prem-afc-bournemouth-vs-nottingham-forest,,,,,,False,False,confirmed
25-26-prem-arsenal-vs-crystal-palace,,,,,,False,False,confirmed
25-26-prem-aston-villa-vs-manchester-city,,,,,,False,False,confirmed
25-26-prem-brentford-vs-liverpool,,,,,,False,False,confirmed
25-26-prem-chelsea-vs-sunderland,,,,,,False,False,confirmed
25-26-prem-everton-vs-tottenham-hotspur,,,,,,False,False,confirmed
25-26-prem-leeds-united-vs-west-ham-united,,,,,,False,False,confirmed
25-26-prem-manchester-united-vs-brighton-hove-albion,,,,,,False,False,confirmed
25-26-prem-newcastle-united-vs-fulham,,,,,,False,False,confirmed
25-26-prem-wolverhampton-wanderers-vs-burnley,,,,,,False,False,confirmed
