id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
687,Remy,Rees-Dottin,Rees-Dottin,a,,,4.3,617,365.0,0.2,392,132.0,0.0,549.0,183.0,0,0,0.0,-2,2.0,14,35,0.0,0.0,0.0,0.0,0.0,666.0,254.0,,,656.0,244.0,652.0,249.0,629.0,238.0,658.0,246.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,Amine,Adli,Adli,a,,,5.4,173,108.0,0.3,313,108.0,0.5,297.0,140.0,0,0,0.0,-1,1.0,7,436,0.1,11.7,0.0,1.0,2.3,305.0,132.0,,,234.0,99.0,167.0,113.0,115.0,69.0,181.0,91.0,,,,,,,,0.22,0.14,0.36,1.45,0.0,0.26,1.41,0.88,10.37,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,1605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Dean,Henderson,Henderson,a,,,5.1,223,7.0,8.1,47,8.0,1.0,223.0,21.0,0,0,0.0,1,-1.0,730,1083,0.2,22.9,0.5,1.0,3.9,71.0,9.0,,,30.0,10.0,434.0,13.0,798.0,92.0,193.0,9.0,,,,,,,,0.0,0.0,0.0,1.34,2.93,0.33,1.2,1.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5143.0,7112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Walter,Benítez,Benitez,a,,,3.9,752,74.0,0.3,309,42.0,0.0,388.0,34.0,0,0,0.0,-1,1.0,20,21,0.0,1.8,-0.5,0.0,7.0,1.0,1.0,100.0,100.0,450.0,35.0,526.0,28.0,494.0,15.0,472.0,35.0,,,,,,,,0.0,0.0,0.0,1.12,3.0,1.0,0.0,1.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Remi,Matthews,Matthews,a,,,3.9,755,77.0,0.1,482,72.0,0.0,391.0,37.0,0,0,0.0,-1,1.0,3,6,0.0,0.0,-0.5,0.0,0.0,552.0,48.0,,,542.0,48.0,529.0,31.0,497.0,18.0,544.0,48.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,Álex,Jiménez Sánchez,A.Jimenez,a,,,4.5,467,94.0,0.3,339,123.0,1.0,214.0,75.0,2,0,0.0,0,0.0,39,267,0.2,15.1,0.0,2.0,2.3,301.0,112.0,,,161.0,70.0,151.0,38.0,182.0,42.0,164.0,54.0,,,,,,,,0.05,0.07,0.12,1.66,0.0,0.21,1.56,1.01,5.82,33,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,926.0,564.0,0.0,0.0,0.030000000000000027,0.029999999999999805,1.5900000000000034,21.0,15.400000000000006,2.0,3.799999999999997,6.0,3.0,6.0,9.0
756,Malcom,DaCosta,DaCosta,a,,,4.5,517,322.0,0.0,744,314.0,0.0,684.0,274.0,0,0,0.0,0,0.0,1,6,0.0,0.0,0.0,0.0,0.0,764.0,326.0,,,763.0,325.0,756.0,325.0,744.0,322.0,763.0,325.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,Charlie,Stevens,Stevens,a,,,4.5,514,319.0,0.0,775,333.0,0.0,681.0,271.0,0,0,0.0,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,762.0,324.0,,,761.0,323.0,754.0,323.0,741.0,319.0,761.0,323.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,Alex,Tóth,Tóth.A,a,,,4.9,340,211.0,0.0,761,324.0,0.5,288.0,136.0,1,0,0.0,-1,1.0,3,5,0.1,1.0,0.0,1.0,0.8,519.0,241.0,,,472.0,212.0,378.0,192.0,402.0,198.0,450.0,202.0,,,,,,,,0.07,0.29,0.36,3.69,0.0,0.0,1.17,1.17,11.69,33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,10.0,0.0,0.0,0.0,0.0,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Christos,Mandas,Mandas,a,,,4.0,681,49.0,0.0,758,88.0,0.0,435.0,62.0,0,0,0.0,0,0.0,3,2,0.0,0.0,0.0,0.0,0.0,591.0,71.0,,,581.0,71.0,572.0,58.0,541.0,45.0,583.0,71.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,Rayan Vitor,Simplício Rocha,Rayan,a,,,5.5,149,94.0,1.8,142,48.0,2.2,123.0,49.0,5,0,0.0,0,0.0,105,2787,0.4,7.1,0.0,4.4,3.9,75.0,33.0,,,321.0,146.0,199.0,130.0,225.0,124.0,284.0,143.0,,,,,,,,0.16,0.18,0.34,1.74,0.0,0.35,0.82,1.05,5.85,33,5.0,77.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,3684.0,6700.0,0.0,0.030000000000000027,0.27,0.2999999999999998,0.7599999999999998,18.80000000000001,12.799999999999983,5.0,3.700000000000003,1.0,1.0,5.0,7.0
27,Reiss,Nelson,Nelson,a,,,4.8,351,221.0,0.1,500,179.0,0.3,313.0,149.0,0,0,0.0,-2,2.0,4,0,0.1,1.7,-0.2,0.3,1.0,491.0,223.0,100.0,100.0,451.0,199.0,405.0,203.0,376.0,190.0,444.0,199.0,,,,,,,,0.64,0.08,0.72,1.81,0.0,0.0,1.8,0.0,19.8,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Dango,Ouattara,O.Dango,a,,,5.9,99,66.0,2.6,122,39.0,2.0,144.0,55.0,3,0,0.0,-1,1.0,293,889,0.3,18.8,1.5,2.0,4.1,59.0,27.0,100.0,100.0,142.0,49.0,83.0,62.0,29.0,14.0,52.0,34.0,3.0,,,,,,,0.27,0.18,0.45,1.26,0.0,0.24,1.33,1.0,7.67,33,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1955.0,19574.0,0.0,0.2699999999999996,0.08999999999999986,0.35999999999999943,0.7699999999999996,16.0,31.19999999999999,45.0,9.199999999999989,0.0,0.0,1.0,1.0
