id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
18,Noni,Madueke,Madueke,a,,,6.8,44,28.0,0.8,212,72.0,1.5,230.0,102.0,1,0,0.0,-2,2.0,215,704,0.2,8.8,2.5,2.5,2.5,280.0,118.0,100.0,100.0,286.0,119.0,125.0,85.0,85.0,50.0,164.0,84.0,3.0,,,,,,,0.09,0.21,0.3,1.0,0.0,0.57,0.73,1.21,5.18,35,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1355.0,1794.0,0.0,0.0,0.23999999999999977,0.23999999999999977,0.33999999999999986,0.5999999999999943,15.5,2.0,1.7999999999999972,0.0,0.0,3.0,3.0
711,Andre,Harriman-Annous,Harriman-Annous,a,,,4.4,575,345.0,0.0,707,287.0,0.0,602.0,208.0,0,0,0.0,-1,1.0,3,4,0.0,0.0,1.0,1.0,0.0,697.0,270.0,,,690.0,264.0,685.0,267.0,665.0,258.0,692.0,266.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Quilindschy,Hartman,Hartman,a,,,4.0,703,180.0,0.6,252,95.0,2.5,136.0,51.0,1,0,0.0,0,0.0,142,217,0.6,15.8,2.0,2.0,3.0,197.0,79.0,,,148.0,64.0,137.0,36.0,296.0,87.0,180.0,59.0,,,,,,,,0.02,0.1,0.12,2.12,0.0,0.15,1.97,1.04,7.55,35,1.0,64.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,228.0,520.0,1005.0,0.0,0.0,0.0,0.0,1.269999999999996,12.599999999999966,3.1000000000000227,0.0,1.5999999999999943,2.0,5.0,2.0,7.0
133,Myles,Peart-Harris,Peart-Harris,u,has joined Oxford United permanently.,,4.4,547,327.0,0.0,645,251.0,0.0,579.0,192.0,0,0,0.0,-1,1.0,0,4,0.0,0.2,0.0,0.0,1.0,477.0,209.0,0.0,0.0,671.0,251.0,667.0,255.0,645.0,244.0,673.0,253.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,Nehemiah,Oriola,Oriola,a,,,4.5,470,285.0,0.0,712,291.0,0.0,647.0,241.0,0,0,0.0,0,0.0,13,7,0.0,0.2,1.0,0.5,1.0,486.0,217.0,,,729.0,296.0,723.0,297.0,707.0,290.0,730.0,297.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Gabriel,Słonina,Slonina,a,,,3.9,773,84.0,0.1,469,68.0,0.0,424.0,42.0,0,0,0.0,-1,1.0,16,15,0.0,0.0,-0.5,0.0,0.0,565.0,54.0,,,553.0,54.0,540.0,37.0,507.0,23.0,555.0,54.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Christopher,Nkunku,Nkunku,u,has joined AC Milan permanently.,,5.9,93,61.0,0.1,529,193.0,0.0,810.0,359.0,0,0,0.0,-1,1.0,0,3,0.0,0.0,0.0,0.0,0.0,822.0,366.0,0.0,0.0,822.0,366.0,822.0,366.0,821.0,366.0,822.0,366.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,d,Groin Injury - 75% chance of playing,,6.3,67,44.0,0.5,275,96.0,1.2,245.0,113.0,0,0,0.0,-2,2.0,11,341,0.2,9.8,2.5,1.3,3.1,195.0,76.0,75.0,75.0,200.0,81.0,80.0,61.0,273.0,147.0,171.0,88.0,,,,,,,,0.05,0.15,0.2,1.19,0.0,0.32,0.89,1.01,12.3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Mateo,Kovačić,Kovačić,a,,,5.8,103,67.0,0.0,676,272.0,0.2,369.0,168.0,0,0,0.0,-2,2.0,12,8,0.0,0.3,1.4,0.7,1.0,511.0,237.0,100.0,100.0,484.0,219.0,456.0,218.0,819.0,364.0,495.0,226.0,,,,,,,,0.0,0.21,0.21,4.29,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,Jorrel,Hato,Hato,a,,,4.6,404,71.0,0.2,392,146.0,0.8,284.0,93.0,0,0,0.0,-4,4.0,62,76,0.2,3.3,0.3,0.8,0.8,522.0,179.0,100.0,100.0,304.0,118.0,287.0,87.0,365.0,123.0,350.0,118.0,,,,,,,,0.03,0.05,0.08,1.47,0.0,0.0,2.28,0.89,7.83,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
