match_id,team_side,team_code,player_id,player_name,position,jersey_number,is_starting,formation,lineup_status,confidence
25-26-champions-league-chelsea-vs-napoli,away,,,A. Meret,G,1,True,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,G. Di Lorenzo,D,22,True,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,Juan Jesus,D,5,True,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,A. Buongiorno,D,4,True,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,L. Spinazzola,M,37,True,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,S. Lobotka,M,68,True,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,S. McTominay,M,8,True,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,M. Olivera,M,17,True,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,A. Vergara,F,26,True,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,E. Elmas,F,20,True,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,R. Højlund,F,19,True,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,M. Gutiérrez,D,3,False,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,R. Lukaku,F,9,False,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,S. Beukema,D,31,False,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,E. D. Chiara,M,52,False,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,N. Contini,G,14,False,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,C. Garofalo,D,56,False,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,away,,,D. Spinelli,G,61,False,3-4-2-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,R. Sánchez,G,1,True,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,M. Gusto,D,27,True,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,R. James,D,24,True,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,W. Fofana,D,29,True,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,M. Cucurella,D,3,True,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,A. Santos,M,17,True,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,M. Caicedo,M,25,True,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,238,Estêvão,M,41,True,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,E. Fernández,M,8,True,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,P. Neto,M,7,True,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,J. Pedro,F,20,True,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,C. Palmer,M,10,False,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,J. Gittens,F,11,False,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,T. Chalobah,D,23,False,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,A. Garnacho,F,49,False,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,229,B. Badiashile,D,5,False,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,F. Jørgensen,G,12,False,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,L. Delap,F,9,False,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,J. Hato,D,21,False,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,T. George,F,32,False,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,J. Acheampong,D,34,False,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,M. Guiu,F,38,False,4-2-3-1,confirmed,
25-26-champions-league-chelsea-vs-napoli,home,8,,M. Merrick,G,50,False,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,G. Donnarumma,G,25,True,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,M. Nunes,D,27,True,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,A. Khusanov,D,45,True,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,N. Aké,D,6,True,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,R. Aït-Nouri,D,21,True,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,B. Silva,M,20,True,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,N. O’Reilly,M,33,True,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,R. Cherki,M,10,True,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,O. Marmoush,M,7,True,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,J. Doku,M,11,True,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,E. Haaland,F,9,True,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,P. Foden,M,47,False,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,T. Reijnders,M,4,False,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,423,N. González,M,14,False,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,R. Lewis,D,82,False,4-2-3-1,confirmed,
25-26-champions-league-galatasaray-vs-manchester-city,away,43,,M. Alleyne,D,68,False,4-2-3-1,confirmed,
