match_id,minute,value
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,14,17
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,15,5
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,16,9
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,17,10
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,18,8
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,19,9
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,20,14
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,21,13
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,22,22
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,23,20
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,24,-28
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,25,-6
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,26,8
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,27,6
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,28,8
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,29,11
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,30,11
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,31,10
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,32,10
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,33,10
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,34,47
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,35,47
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,36,40
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,37,44
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,38,30
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,39,15
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,40,8
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,41,15
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,42,3
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,43,9
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,44,15
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,45,8
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,45.5,-4
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,46,2
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,47,4
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,48,7
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,49,6
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,50,9
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,51,4
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,52,6
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,53,19
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,54,14
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,55,17
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,56,18
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,57,31
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,58,25
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,59,18
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,60,16
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,61,9
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,62,-8
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,63,-44
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,64,-64
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,65,-55
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,66,-27
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,67,-13
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,68,7
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,69,17
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,70,21
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,71,18
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,72,22
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,73,19
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,74,20
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,75,17
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,76,12
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,77,44
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,78,51
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,79,9
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,80,11
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,81,-88
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,82,-46
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,83,-28
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,84,-43
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,85,-33
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,86,31
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,87,20
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,88,18
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,89,28
26-27-friendly-tottenham-hotspur-vs-milton-keynes-dons-2026-07-22,90,19
