match_id,minute,home_xg,away_xg,home_cumulative_xg,away_cumulative_xg
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,2,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,4,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,5,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,6,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,9,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,12,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,16,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,18,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,24,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,25,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,27,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,31,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,35,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,36,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,37,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,44,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,47,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,49,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,57,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,58,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,59,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,63,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,64,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,70,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,79,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,80,0,0,0.0,0.0
26-27-friendly-auckland-fc-vs-tottenham-hotspur-2026-07-26,81,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,3,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,4,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,11,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,14,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,22,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,27,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,28,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,31,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,32,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,48,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,50,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,51,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,60,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,61,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,62,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,65,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,67,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,68,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,75,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,77,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,80,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,82,0,0,0.0,0.0
26-27-friendly-bromley-vs-crystal-palace-2026-07-25,84,0,0,0.0,0.0
