match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status
25-26-prem-aston-villa-vs-everton,,,,,,False,False,confirmed
25-26-prem-brighton-hove-albion-vs-afc-bournemouth,,,,,,False,False,confirmed
25-26-prem-chelsea-vs-brentford,,,,,,False,False,confirmed
25-26-prem-leeds-united-vs-fulham,,,,,,False,False,confirmed
25-26-prem-liverpool-vs-burnley,,,,,,False,False,confirmed
25-26-prem-manchester-united-vs-manchester-city,,,,,,False,False,confirmed
25-26-prem-nottingham-forest-vs-arsenal,,,,,,False,False,confirmed
25-26-prem-sunderland-vs-crystal-palace,,,,,,False,False,confirmed
25-26-prem-tottenham-hotspur-vs-west-ham-united,,,,,,False,False,confirmed
25-26-prem-wolverhampton-wanderers-vs-newcastle-united,,,,,,False,False,confirmed
