entity,season,canonical_id,canonical_name,resolution_method,confidence
player,2026-2027,133,Watson,full_name,high
player,2026-2027,134,Oriola,full_name,high
player,2026-2027,135,Yohanna,full_name,high
player,2026-2027,136,Welbeck,full_name,high
player,2026-2027,137,Tzimas,full_name,high
player,2026-2027,138,Kostoulas,full_name,high
player,2026-2027,139,Ferguson,full_name,high
player,2026-2027,142,James,full_name,high
player,2026-2027,143,Chalobah,full_name,high
player,2026-2027,144,Gusto,full_name,high
player,2026-2027,145,Fofana,full_name,high
player,2026-2027,147,Tosin,full_name,high
player,2026-2027,148,Hato,full_name,high
player,2026-2027,150,M.Sarr,full_name,high
player,2026-2027,151,Acheampong,full_name,high
player,2026-2027,152,Palestra,full_name,high
player,2026-2027,153,Disasi,full_name,high
player,2026-2027,154,Palmer,full_name,high
player,2026-2027,155,Enzo,full_name,high
player,2026-2027,157,Estêvão,full_name,high
player,2026-2027,161,Lavia,full_name,high
player,2026-2027,162,Andrey Santos,full_name,high
player,2026-2027,164,Quenda,full_name,high
player,2026-2027,165,João Pedro,full_name,high
player,2026-2027,166,N.Jackson,full_name,high
player,2026-2027,167,Delap,full_name,high
player,2026-2027,168,Marc Guiu,full_name,high
player,2026-2027,169,Mheuka,full_name,high
player,2026-2027,170,Emegha,full_name,high
player,2026-2027,171,Dovin,full_name,high
player,2026-2027,172,Wilson,full_name,high
player,2026-2027,173,Thomas,full_name,high
player,2026-2027,174,Kitching,full_name,high
player,2026-2027,175,van Ewijk,full_name,high
player,2026-2027,176,Dasilva,full_name,high
player,2026-2027,177,Kesler-Hayden,full_name,high
player,2026-2027,178,Bidwell,full_name,high
player,2026-2027,179,Latibeaudiere,full_name,high
player,2026-2027,180,Woolfenden,full_name,high
player,2026-2027,182,Amenda,full_name,high
player,2026-2027,183,Rudoni,full_name,high
player,2026-2027,184,Grimes,full_name,high
player,2026-2027,185,Sakamoto,full_name,high
player,2026-2027,186,Mason-Clark,full_name,high
player,2026-2027,187,Eccles,full_name,high
player,2026-2027,188,Torp,full_name,high
player,2026-2027,189,Shepherd,full_name,high
player,2026-2027,190,Tchaouna,full_name,high
player,2026-2027,193,Wright,full_name,high
player,2026-2027,194,Thomas-Asante,full_name,high
player,2026-2027,195,Simms,full_name,high
player,2026-2027,196,Markelo,full_name,high
player,2026-2027,198,Henderson,full_name,high
player,2026-2027,199,Benitez,full_name,high
player,2026-2027,200,Lacroix,full_name,high
player,2026-2027,202,Richards,full_name,high
player,2026-2027,203,Canvot,full_name,high
player,2026-2027,204,Mitchell,full_name,high
player,2026-2027,205,Sosa,full_name,high
player,2026-2027,206,Chadi Riad,full_name,high
player,2026-2027,207,Mingueza,full_name,high
player,2026-2027,208,Sarr,full_name,high
player,2026-2027,209,Johnson,full_name,high
player,2026-2027,210,Wharton,full_name,high
player,2026-2027,212,Hughes,full_name,high
player,2026-2027,214,Kamada,full_name,high
player,2026-2027,215,Devenny,full_name,high
player,2026-2027,216,Esse,full_name,high
player,2026-2027,218,Doucouré,full_name,high
player,2026-2027,219,J.Rak-Sakyi,full_name,high
player,2026-2027,220,Cardines,full_name,high
player,2026-2027,221,Drakes-Thomas,full_name,high
player,2026-2027,222,Strand Larsen,full_name,high
player,2026-2027,223,Mateta,full_name,high
player,2026-2027,224,Nketiah,full_name,high
player,2026-2027,226,Pickford,full_name,high
player,2026-2027,227,Travers,full_name,high
player,2026-2027,228,King,full_name,high
player,2026-2027,229,Tarkowski,full_name,high
player,2026-2027,230,Branthwaite,full_name,high
player,2026-2027,231,Keane,full_name,high
player,2026-2027,232,O'Brien,full_name,high
player,2026-2027,234,Patterson,full_name,high
player,2026-2027,235,Aznou,full_name,high
player,2026-2027,236,Dewsbury-Hall,full_name,high
player,2026-2027,237,Ndiaye,full_name,high
player,2026-2027,238,Grealish,full_name,high
player,2026-2027,239,Garner,full_name,high
player,2026-2027,240,Iroegbunam,full_name,high
player,2026-2027,241,McNeil,full_name,high
player,2026-2027,242,George,full_name,high
player,2026-2027,244,Armstrong,full_name,high
player,2026-2027,245,Dibling,full_name,high
player,2026-2027,246,Röhl,full_name,high
player,2026-2027,247,Hackney,full_name,high
player,2026-2027,248,Beto,full_name,high
player,2026-2027,249,Barry,full_name,high
player,2026-2027,250,Leno,full_name,high
player,2026-2027,251,Lecomte,full_name,high
player,2026-2027,253,Andersen,full_name,high
player,2026-2027,254,Robinson,full_name,high
player,2026-2027,256,Tete,full_name,high
player,2026-2027,257,Bassey,full_name,high
player,2026-2027,258,Castagne,full_name,high
player,2026-2027,260,Wilson,full_name,high
player,2026-2027,261,Iwobi,full_name,high
player,2026-2027,262,Smith Rowe,full_name,high
player,2026-2027,263,Kevin,full_name,high
player,2026-2027,264,Bobb,full_name,high
player,2026-2027,265,Berge,full_name,high
player,2026-2027,266,Cairney,full_name,high
player,2026-2027,267,Lukić,full_name,high
player,2026-2027,269,Sessegnon,full_name,high
player,2026-2027,270,Reed,full_name,high
player,2026-2027,272,Kusi-Asare,full_name,high
player,2026-2027,273,Phillips,full_name,high
player,2026-2027,274,Butland,full_name,high
player,2026-2027,275,Cartwright,full_name,high
player,2026-2027,276,Lo-Tutala,full_name,high
player,2026-2027,277,Egan,full_name,high
player,2026-2027,278,Hughes,full_name,high
player,2026-2027,279,Ajayi,full_name,high
player,2026-2027,280,Coyle,full_name,high
player,2026-2027,281,Drameh,full_name,high
player,2026-2027,282,Giles,full_name,high
player,2026-2027,283,Jacob,full_name,high
player,2026-2027,285,McNair,full_name,high
player,2026-2027,286,Belloumi,full_name,high
player,2026-2027,287,Millar,full_name,high
player,2026-2027,288,Dowell,full_name,high
player,2026-2027,289,Crooks,full_name,high
player,2026-2027,290,Slater,full_name,high
player,2026-2027,291,Matazo,full_name,high
player,2026-2027,292,Ömür,full_name,high
player,2026-2027,293,Kamara,full_name,high
player,2026-2027,294,Zambrano,full_name,high
player,2026-2027,295,McBurnie,full_name,high
player,2026-2027,296,Akintola,full_name,high
player,2026-2027,297,Gyabi,full_name,high
player,2026-2027,298,Destan,full_name,high
player,2026-2027,299,Burstow,full_name,high
player,2026-2027,325,Darlow,full_name,high
player,2026-2027,327,Bijol,full_name,high
player,2026-2027,328,Struijk,full_name,high
player,2026-2027,329,Rodon,full_name,high
player,2026-2027,330,Bogle,full_name,high
player,2026-2027,331,Gudmundsson,full_name,high
player,2026-2027,332,Justin,full_name,high
player,2026-2027,333,Bornauw,full_name,high
player,2026-2027,334,Muharemović,full_name,high
player,2026-2027,335,Stach,full_name,high
player,2026-2027,336,Okafor,full_name,high
player,2026-2027,337,Aaronson,full_name,high
player,2026-2027,338,Ampadu,full_name,high
player,2026-2027,339,Longstaff,full_name,high
player,2026-2027,340,Gelhardt,full_name,high
player,2026-2027,341,Gnonto,full_name,high
player,2026-2027,343,James,full_name,high
player,2026-2027,344,Gruev,full_name,high
player,2026-2027,346,Calvert-Lewin,full_name,high
player,2026-2027,347,Nmecha,full_name,high
player,2026-2027,348,Piroe,full_name,high
player,2026-2027,349,Mateo Joseph,full_name,high
player,2026-2027,351,Mamardashvili,full_name,high
player,2026-2027,352,Woodman,full_name,high
player,2026-2027,354,Jaros,full_name,high
player,2026-2027,355,Davies,full_name,high
player,2026-2027,356,Virgil,full_name,high
player,2026-2027,357,Frimpong,full_name,high
player,2026-2027,358,Kerkez,full_name,high
player,2026-2027,359,Gomez,full_name,high
player,2026-2027,360,Bradley,full_name,high
player,2026-2027,362,Jacquet,full_name,high
player,2026-2027,363,Leoni,full_name,high
player,2026-2027,364,Tsimikas,full_name,high
player,2026-2027,365,Ramsay,full_name,high
player,2026-2027,366,Wirtz,full_name,high
player,2026-2027,367,Gakpo,full_name,high
player,2026-2027,368,Szoboszlai,full_name,high
player,2026-2027,369,Ngumoha,full_name,high
player,2026-2027,370,Chiesa,full_name,high
player,2026-2027,371,Gravenberch,full_name,high
player,2026-2027,372,Mac Allister,full_name,high
player,2026-2027,373,C.Jones,full_name,high
player,2026-2027,375,Nyoni,full_name,high
player,2026-2027,377,Munoz,full_name,high
player,2026-2027,379,Isak,full_name,high
player,2026-2027,380,Ekitiké,full_name,high
player,2026-2027,383,Elliott,full_name,high
player,2026-2027,384,Donnarumma,full_name,high
player,2026-2027,385,Trafford,full_name,high
player,2026-2027,386,Bettinelli,full_name,high
player,2026-2027,387,O'Reilly,full_name,high
player,2026-2027,388,Guéhi,full_name,high
player,2026-2027,389,Matheus N.,full_name,high
player,2026-2027,391,Gvardiol,full_name,high
player,2026-2027,392,Aït-Nouri,full_name,high
player,2026-2027,393,Khusanov,full_name,high
player,2026-2027,394,Alleyne,full_name,high
player,2026-2027,395,Lewis,full_name,high
player,2026-2027,396,Vitor Reis,full_name,high
player,2026-2027,397,Semenyo,full_name,high
player,2026-2027,398,Foden,full_name,high
player,2026-2027,399,Cherki,full_name,high
player,2026-2027,400,Doku,full_name,high
player,2026-2027,401,Marmoush,full_name,high
player,2026-2027,403,Savinho,full_name,high
player,2026-2027,404,Reijnders,full_name,high
player,2026-2027,406,Kovačić,full_name,high
player,2026-2027,407,Echeverri,full_name,high
player,2026-2027,408,Phillips,full_name,high
player,2026-2027,410,Monga,full_name,high
player,2026-2027,411,Haaland,full_name,high
player,2026-2027,412,Lammens,full_name,high
player,2026-2027,413,Bayindir,full_name,high
player,2026-2027,414,Heaton,full_name,high
player,2026-2027,415,Dorgu,full_name,high
player,2026-2027,416,De Ligt,full_name,high
player,2026-2027,418,Maguire,full_name,high
player,2026-2027,419,Martinez,full_name,high
player,2026-2027,420,Yoro,full_name,high
player,2026-2027,421,Heaven,full_name,high
player,2026-2027,422,Mazraoui,full_name,high
player,2026-2027,423,Shaw,full_name,high
player,2026-2027,424,Amass,full_name,high
player,2026-2027,425,Fredricson,full_name,high
player,2026-2027,427,Mbeumo,full_name,high
player,2026-2027,429,Rashford,full_name,high
player,2026-2027,430,Mount,full_name,high
player,2026-2027,431,Amad,full_name,high
player,2026-2027,432,Mainoo,full_name,high
player,2026-2027,434,J.Fletcher,full_name,high
player,2026-2027,435,Lacey,full_name,high
player,2026-2027,436,Collyer,full_name,high
player,2026-2027,438,Fletcher,full_name,high
player,2026-2027,439,Šeško,full_name,high
player,2026-2027,440,Zirkzee,full_name,high
player,2026-2027,442,Pope,full_name,high
player,2026-2027,443,Gillespie,full_name,high
player,2026-2027,444,Jaouen,full_name,high
player,2026-2027,445,Thiaw,full_name,high
player,2026-2027,446,Schär,full_name,high
player,2026-2027,447,Botman,full_name,high
player,2026-2027,448,Burn,full_name,high
player,2026-2027,449,Hall,full_name,high
player,2026-2027,450,Livramento,full_name,high
player,2026-2027,451,A.Murphy,full_name,high
player,2026-2027,453,Barnes,full_name,high
player,2026-2027,454,Elanga,full_name,high
player,2026-2027,456,J.Ramsey,full_name,high
player,2026-2027,457,J.Murphy,full_name,high
player,2026-2027,458,Joelinton,full_name,high
player,2026-2027,459,L.Miley,full_name,high
player,2026-2027,460,Willock,full_name,high
player,2026-2027,461,Touré,full_name,high
player,2026-2027,462,Steur,full_name,high
player,2026-2027,463,Woltemade,full_name,high
player,2026-2027,464,Wissa,full_name,high
player,2026-2027,465,Osula,full_name,high
player,2026-2027,466,Neave,full_name,high
player,2026-2027,467,Sels,full_name,high
player,2026-2027,469,N.Williams,full_name,high
player,2026-2027,470,Morato,full_name,high
player,2026-2027,471,Milenković,full_name,high
player,2026-2027,472,Murillo,full_name,high
player,2026-2027,473,Aina,full_name,high
player,2026-2027,475,Savona,full_name,high
player,2026-2027,476,O.Richards,full_name,high
player,2026-2027,477,Abbott,full_name,high
player,2026-2027,478,Netz,full_name,high
player,2026-2027,479,Bindon,full_name,high
player,2026-2027,480,Gibbs-White,full_name,high
player,2026-2027,481,Anderson,full_name,high
player,2026-2027,482,Hudson-Odoi,full_name,high
player,2026-2027,483,Ndoye,full_name,high
player,2026-2027,484,Hutchinson,full_name,high
player,2026-2027,485,Bakwa,full_name,high
player,2026-2027,486,McAtee,full_name,high
player,2026-2027,487,Dominguez,full_name,high
player,2026-2027,488,Sangaré,full_name,high
player,2026-2027,489,Yates,full_name,high
player,2026-2027,490,Wood,full_name,high
player,2026-2027,491,Igor Jesus,full_name,high
player,2026-2027,492,Awoniyi,full_name,high
player,2026-2027,493,Kalimuendo,full_name,high
player,2026-2027,504,Vuskovic,full_name,high
player,2026-2027,529,Roefs,full_name,high
player,2026-2027,530,Patterson,full_name,high
player,2026-2027,531,Ellborg,full_name,high
player,2026-2027,532,Ballard,full_name,high
player,2026-2027,533,Mukiele,full_name,high
player,2026-2027,534,Hume,full_name,high
player,2026-2027,535,Alderete,full_name,high
player,2026-2027,536,Reinildo,full_name,high
player,2026-2027,537,Seelt,full_name,high
player,2026-2027,538,Hjelde,full_name,high
player,2026-2027,539,O'Nien,full_name,high
player,2026-2027,540,Masuaku,full_name,high
player,2026-2027,541,Meunier,full_name,high
player,2026-2027,542,E.Le Fée,full_name,high
player,2026-2027,543,Diarra,full_name,high
player,2026-2027,544,Xhaka,full_name,high
player,2026-2027,545,Sadiki,full_name,high
player,2026-2027,546,Adingra,full_name,high
player,2026-2027,547,Mundle,full_name,high
player,2026-2027,548,Rigg,full_name,high
player,2026-2027,549,Talbi,full_name,high
player,2026-2027,551,Angulo,full_name,high
player,2026-2027,552,Brobbey,full_name,high
player,2026-2027,553,Isidor,full_name,high
player,2026-2027,555,Matthews,full_name,high
player,2026-2027,557,Tzolis,full_name,high
player,2026-2027,558,Schlager,full_name,high
