id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
1,a,,,6.0,86,1.0,0,0.0,5,-5.0,34.0,7,1.0,141,10,4.1,57.0,4.0,9,562,4.0,78.0,9.0,0.7,23.5,0.0,4439118,25411,2828689,5361,5.0,5.0,0.0,0.06,0.06,25.76,0.0,0.0,0.0,0.76,495.0,106.0,17.0,33.4,382.0,3.0,0.0,821.0,96.0,52.9,269.0,16.0,,,,34,,David,Raya Martín,Raya,,,3060,0,0,16,26,0,0,0,1,0,56,34,94,,,,1.65,0.47,0.76,1.0,0.0,1,32,290
2,a,,,4.0,671,43.0,0,0.0,-5,5.0,0.4,294,38.0,0,0,0.0,582.0,66.0,0,0,0.0,430.0,55.0,0.0,0.0,0.0,15790,58,78459,58,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,66.0,0.0,562.0,53.0,0.0,531.0,39.0,0.0,573.0,66.0,,,,34,,Kepa,Arrizabalaga Revuelta,Arrizabalaga,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
701,u,0.0,0.0,4.0,723,192.0,0,0.0,0,0.0,0.1,544,192.0,0,0,0.0,623.0,232.0,0,0,0.0,478.0,188.0,0.0,0.0,0.0,8943,0,10807,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,232.0,0.0,606.0,232.0,0.0,576.0,229.0,0.0,615.0,232.0,,,,34,,Triston,Rowe,Rowe,has joined Annecy on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
702,a,,,4.3,624,371.0,0,0.0,-2,2.0,0.1,509,185.0,1,0,1.0,474.0,207.0,0,3,0.0,553.0,185.0,0.0,0.2,0.0,12353,284,9766,68,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,5.06,0.0,660.0,248.0,0.3,486.0,236.0,0.0,633.0,242.0,0.0,662.0,250.0,,,,34,,Bradley,Burrowes,Burrowes,,,16,0,0,0,1,0,0,0,0,0,0,0,1,,,,0.0,0.0,5.62,0.0,5.62,0,0,1
703,a,,,3.9,784,91.0,0,0.0,-1,1.0,0.6,246,33.0,0,0,0.0,572.0,61.0,0,0,0.0,417.0,49.0,0.0,0.0,0.0,94741,27,49151,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,61.0,0.0,550.0,46.0,0.0,518.0,32.0,0.0,563.0,61.0,,,,34,,Sam,Proctor,Proctor,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
808,a,,,5.8,103,30.0,0,0.0,-2,2.0,0.2,372,59.0,22,1,2.0,349.0,39.0,2,91,2.3,161.0,20.0,0.4,3.8,0.0,90114,229,67256,521,2.3,2.3,2.05,0.36,2.41,4.16,0.84,0.15,0.99,1.71,87.0,389.0,45.0,47.9,358.0,46.0,138.0,227.0,45.0,27.1,364.0,46.0,,,,34,,Tammy,Abraham,Abraham,,,219,2,0,0,6,0,0,0,0,0,0,1,11,,,,0.0,0.0,2.47,0.41,4.52,4,2,5
217,a,100.0,100.0,4.9,321,60.0,0,0.0,-1,1.0,0.8,220,33.0,57,0,2.3,305.0,33.0,4,201,0.7,293.0,38.0,0.1,11.6,0.0,456366,114,452019,186,0.2,0.0,3.22,0.37,3.59,27.65,0.22,0.02,0.24,1.86,219.0,274.0,27.0,147.0,230.0,24.0,256.0,119.0,30.0,61.5,241.0,30.0,,,,34,,Lyle,Foster,Foster,,,1340,3,2,4,30,0,0,0,4,0,0,15,84,,,,0.0,0.27,2.01,1.01,5.64,16,27,41
133,u,0.0,0.0,4.4,546,327.0,0,0.0,-1,1.0,0.0,645,251.0,1,0,1.0,475.0,208.0,0,2,0.0,567.0,187.0,0.0,0.2,0.0,3881,0,6504,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,250.0,0.0,663.0,254.0,0.0,642.0,244.0,0.0,669.0,252.0,,,,34,,Myles,Peart-Harris,Peart-Harris,has joined Oxford United permanently.,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
134,u,0.0,0.0,4.5,492,303.0,0,0.0,0,0.0,0.0,794,349.0,0,0,0.0,745.0,312.0,0,0,0.0,658.0,254.0,0.0,0.0,0.0,0,0,953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,310.0,0.0,736.0,310.0,0.0,723.0,306.0,0.0,743.0,310.0,,,,34,,Ryan,Trevitt,Trevitt,Has joined Wigan on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
281,a,,,4.4,557,335.0,0,0.0,-1,1.0,0.0,586,219.0,1,0,1.0,477.0,210.0,0,2,0.0,575.0,195.0,0.0,0.2,0.0,6127,19,7313,16,0.0,-0.5,0.0,0.0,0.0,0.65,0.0,0.0,0.0,19.5,0.0,674.0,257.0,0.1,491.0,238.0,0.0,650.0,252.0,0.0,676.0,259.0,,,,34,,Kaden,Rodney,Rodney,,,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
