match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
25-26-champions-league-benfica-vs-chelsea,,,,,,False,False,,confirmed,
25-26-champions-league-manchester-city-vs-monaco,,,,,,False,False,,confirmed,
25-26-champions-league-newcastle-united-vs-union-st.gilloise,,,,,,False,False,,confirmed,
25-26-champions-league-olympiacos-vs-arsenal,,,,,,False,False,,confirmed,
25-26-champions-league-tottenham-hotspur-vs-bodø/glimt,,,,,,False,False,,confirmed,
25-26-efl-cup-bradford-city-vs-newcastle-united,,,,,,False,False,,confirmed,
25-26-efl-cup-brighton-hove-albion-vs-barnsley,,,,,,False,False,,confirmed,
25-26-efl-cup-cardiff-city-vs-burnley,,,,,,False,False,,confirmed,
25-26-efl-cup-doncaster-rovers-vs-tottenham-hotspur,,,,,,False,False,,confirmed,
25-26-efl-cup-everton-vs-wolverhampton-wanderers,,,,,,False,False,,confirmed,
25-26-efl-cup-southampton-vs-liverpool,,,,,,False,False,,confirmed,
25-26-europa-league-aston-villa-vs-feyenoord,,,,,,False,False,,confirmed,
25-26-prem-aston-villa-vs-fulham,,,,,,False,False,,confirmed,
25-26-prem-brentford-vs-manchester-united,,,,,,False,False,,confirmed,
25-26-prem-chelsea-vs-brighton-hove-albion,,,,,,False,False,,confirmed,
25-26-prem-crystal-palace-vs-liverpool,,,,,,False,False,,confirmed,
25-26-prem-everton-vs-west-ham-united,,,,,,False,False,,confirmed,
25-26-prem-leeds-united-vs-afc-bournemouth,,,,,,False,False,,confirmed,
25-26-prem-manchester-city-vs-burnley,,,,,,False,False,,confirmed,
25-26-prem-newcastle-united-vs-arsenal,,,,,,False,False,,confirmed,
25-26-prem-nottingham-forest-vs-sunderland,,,,,,False,False,,confirmed,
25-26-prem-tottenham-hotspur-vs-wolverhampton-wanderers,,,,,,False,False,,confirmed,
