match_id,kickoff_time,competition,home_team,away_team,market,outcome,line,outcome_name,decimal_odds,bookmaker,odds_updated_at
26-27-friendly-aston-villa-vs-real-sociedad-2026-07-28,2026-07-28T18:30:00Z,Club Friendlies,Aston Villa,Real Sociedad,1x2,AWAY,,Real Sociedad,3.2,Novibet,2026-07-26T14:14:33Z
26-27-friendly-aston-villa-vs-real-sociedad-2026-07-28,2026-07-28T18:30:00Z,Club Friendlies,Aston Villa,Real Sociedad,1x2,DRAW,,Draw,3.55,Novibet,2026-07-26T14:14:33Z
26-27-friendly-aston-villa-vs-real-sociedad-2026-07-28,2026-07-28T18:30:00Z,Club Friendlies,Aston Villa,Real Sociedad,1x2,HOME,,Aston Villa,2.09,Novibet,2026-07-27T02:04:10Z
