player_id,match_id,player_name,rating,possession_lost,attacking_shots_blocked,total_passes,total_long_balls,total_crosses,total_dribbles,ground_duels_lost,aerial_duels_lost,yellow_cards,red_cards,goalkeeper_punches,penalties_won,penalties_conceded,penalties_faced,penalties_saved
489,26-27-friendly-notts-county-vs-nottingham-forest-2026-07-18,Yates,,0,0,0,0,0,0,0,0,0,0,0,,,,
491,26-27-friendly-notts-county-vs-nottingham-forest-2026-07-18,Igor Jesus,,0,0,0,0,0,0,0,0,0,0,0,,,,
492,26-27-friendly-notts-county-vs-nottingham-forest-2026-07-18,Awoniyi,,0,0,0,0,0,0,0,0,0,0,0,,,,
493,26-27-friendly-notts-county-vs-nottingham-forest-2026-07-18,Kalimuendo,,0,0,0,0,0,0,0,0,0,0,0,,,,
32,26-27-friendly-walsall-vs-aston-villa-2026-07-21,Cash,,0,0,0,0,0,0,0,0,0,0,0,,,,
33,26-27-friendly-walsall-vs-aston-villa-2026-07-21,Mings,,0,0,0,0,0,0,0,0,0,0,0,,,,
35,26-27-friendly-walsall-vs-aston-villa-2026-07-21,Bogarde,,0,0,0,0,0,0,0,0,0,0,0,,,,
36,26-27-friendly-walsall-vs-aston-villa-2026-07-21,Maatsen,,0,0,0,0,0,0,0,0,0,0,0,,,,
39,26-27-friendly-walsall-vs-aston-villa-2026-07-21,Nedeljkovic,,0,0,0,0,0,0,0,0,0,0,0,,,,
44,26-27-friendly-walsall-vs-aston-villa-2026-07-21,Bailey,,0,0,0,0,0,0,0,0,0,0,0,,,,
46,26-27-friendly-walsall-vs-aston-villa-2026-07-21,Barkley,,0,0,0,0,0,0,0,0,0,0,0,,,,
49,26-27-friendly-walsall-vs-aston-villa-2026-07-21,Iling Jr,,0,0,0,0,0,0,0,0,0,0,0,,,,
50,26-27-friendly-walsall-vs-aston-villa-2026-07-21,Burrowes,,0,0,0,0,0,0,0,0,0,0,0,,,,
52,26-27-friendly-walsall-vs-aston-villa-2026-07-21,Alysson,,0,0,0,0,0,0,0,0,0,0,0,,,,
54,26-27-friendly-walsall-vs-aston-villa-2026-07-21,Gomes,,0,0,0,0,0,0,0,0,0,0,0,,,,
531,26-27-friendly-york-city-vs-sunderland-2026-07-18,Ellborg,,0,0,0,0,0,0,0,0,0,0,0,,,,
533,26-27-friendly-york-city-vs-sunderland-2026-07-18,Mukiele,,0,0,0,0,0,0,0,0,0,0,0,,,,
534,26-27-friendly-york-city-vs-sunderland-2026-07-18,Hume,,0,0,0,0,0,0,0,0,0,0,0,,,,
536,26-27-friendly-york-city-vs-sunderland-2026-07-18,Reinildo,,0,0,0,0,0,0,0,0,0,0,0,,,,
537,26-27-friendly-york-city-vs-sunderland-2026-07-18,Seelt,,0,0,0,0,0,0,0,0,0,0,0,,,,
538,26-27-friendly-york-city-vs-sunderland-2026-07-18,Hjelde,,0,0,0,0,0,0,0,0,0,0,0,,,,
539,26-27-friendly-york-city-vs-sunderland-2026-07-18,O'Nien,,0,0,0,0,0,0,0,0,0,0,0,,,,
542,26-27-friendly-york-city-vs-sunderland-2026-07-18,E.Le Fée,,0,0,0,0,0,0,0,0,0,0,0,,,,
548,26-27-friendly-york-city-vs-sunderland-2026-07-18,Rigg,,0,0,0,0,0,0,0,0,0,0,0,,,,
