match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status
25-26-champions-league-barcelona-vs-newcastle-united,,,,,,False,False,confirmed
25-26-champions-league-liverpool-vs-galatasaray,,,,,,False,False,confirmed
25-26-champions-league-manchester-city-vs-real-madrid,,,,,,False,False,confirmed
25-26-europa-league-fc-midtjylland-vs-nottingham-forest,,,,,,False,False,confirmed
25-26-prem-arsenal-vs-everton,,,,,,False,False,confirmed
25-26-prem-brentford-vs-wolverhampton-wanderers,,,,,,False,False,confirmed
25-26-prem-burnley-vs-afc-bournemouth,,,,,,False,False,confirmed
25-26-prem-chelsea-vs-newcastle-united,,,,,,False,False,confirmed
25-26-prem-crystal-palace-vs-leeds-united,,,,,,False,False,confirmed
25-26-prem-liverpool-vs-tottenham-hotspur,,,,,,False,False,confirmed
25-26-prem-manchester-united-vs-aston-villa,,,,,,False,False,confirmed
25-26-prem-nottingham-forest-vs-fulham,,,,,,False,False,confirmed
25-26-prem-sunderland-vs-brighton-hove-albion,,,,,,False,False,confirmed
25-26-prem-west-ham-united-vs-manchester-city,,,,,,False,False,confirmed
