id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
20,Leandro,Trossard,Trossard,a,,,6.5,49,31.0,0.8,220,76.0,2.2,178.0,78.0,7,0,0.0,-5,5.0,2508,1025,0.3,16.6,3.2,3.2,3.7,104.0,45.0,100.0,100.0,135.0,46.0,46.0,41.0,49.0,29.0,51.0,33.0,,,4.0,,,,,0.25,0.17,0.42,0.62,0.0,0.45,0.74,0.94,6.24,35,7.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,3725.0,2413.0,0.0,0.11000000000000032,0.6400000000000001,0.75,0.3699999999999992,31.0,36.299999999999955,35.0,10.200000000000017,0.0,0.0,5.0,5.0
23,Fábio,Ferreira Vieira,Fábio Vieira,u,has joined Hamburger on loan for the rest of the season.,,5.4,166,104.0,0.0,693,279.0,0.0,792.0,349.0,0,0,0.0,-1,1.0,0,1,0.0,0.0,0.0,0.0,0.0,814.0,360.0,0.0,0.0,813.0,359.0,813.0,359.0,812.0,359.0,813.0,359.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Christian,Nørgaard,Nørgaard,a,,,5.1,224,136.0,0.1,439,151.0,0.0,769.0,335.0,0,0,0.0,-4,4.0,29,43,0.0,1.2,1.0,1.0,1.0,509.0,234.0,100.0,100.0,462.0,205.0,489.0,236.0,434.0,209.0,476.0,215.0,,,,,,,,0.08,0.0,0.08,3.58,0.0,0.0,1.61,0.0,17.68,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Ethan,Nwaneri,Nwaneri,u,has joined Marseille on loan for the rest of the season.,,5.0,271,165.0,0.1,463,160.0,0.0,760.0,328.0,0,0,0.0,-5,5.0,0,22,0.0,1.6,0.0,0.0,1.3,442.0,197.0,0.0,0.0,475.0,212.0,402.0,203.0,383.0,193.0,455.0,204.0,,,,,,,,0.13,0.04,0.17,0.4,0.0,0.55,0.0,0.0,7.09,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Noni,Madueke,Madueke,a,,,6.8,44,28.0,0.8,212,72.0,1.5,238.0,106.0,1,0,0.0,-2,2.0,439,1615,0.2,8.8,2.5,2.5,2.5,282.0,118.0,100.0,100.0,287.0,120.0,125.0,85.0,86.0,50.0,164.0,84.0,3.0,,,,,,,0.09,0.21,0.3,1.0,0.0,0.57,0.73,1.21,5.18,35,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1579.0,2705.0,0.0,0.0,0.23999999999999977,0.23999999999999977,0.33999999999999986,0.5999999999999943,15.5,2.0,1.7999999999999972,0.0,0.0,3.0,3.0
26,Martín,Zubimendi Ibáñez,Zubimendi,a,,,5.0,265,161.0,3.0,108,36.0,3.0,120.0,44.0,1,0,0.0,-5,5.0,2890,9855,0.6,25.8,4.0,4.0,3.7,97.0,42.0,100.0,100.0,66.0,19.0,91.0,68.0,116.0,67.0,80.0,50.0,,,,,,,,0.09,0.07,0.16,0.78,0.0,0.5,0.75,1.04,9.37,35,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10488.0,17169.0,0.0,0.0,0.0,0.0,0.16999999999999815,4.600000000000023,10.300000000000011,0.0,1.5,1.0,0.0,2.0,3.0
28,Ismeal,Kabia,Kabia,u,has joined Shrewsbury Town on loan for the rest of the season.,,4.5,489,300.0,0.1,494,175.0,0.0,673.0,262.0,0,0,0.0,0,0.0,0,15,0.0,0.0,0.0,0.0,0.0,749.0,311.0,0.0,0.0,746.0,309.0,740.0,309.0,727.0,305.0,746.0,309.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Kai,Havertz,Havertz,a,,,7.3,27,11.0,0.6,247,35.0,2.8,140.0,22.0,0,0,0.0,-2,2.0,430,6832,0.4,3.2,3.8,0.0,2.6,263.0,29.0,100.0,0.0,388.0,45.0,340.0,43.0,236.0,47.0,366.0,46.0,,,,,,,,0.52,0.03,0.55,0.99,0.0,0.62,0.62,1.24,5.15,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,18754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,Cristhian,Mosquera,Mosquera,a,,,5.3,197,25.0,0.2,399,149.0,0.5,336.0,109.0,1,0,0.0,-2,2.0,280,424,0.1,5.7,1.5,1.5,1.8,387.0,141.0,100.0,100.0,323.0,124.0,355.0,126.0,409.0,150.0,379.0,130.0,,,,,,,,0.01,0.06,0.07,0.81,0.0,0.24,0.83,0.83,9.22,35,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,624.0,650.0,0.0,0.0,0.0,0.0,0.0,0.20000000000001705,0.29999999999999716,0.0,0.10000000000000142,0.0,1.0,0.0,1.0
34,Joe,Gauci,Gauci,u,Has joined Port Vale on loan for the rest of the season.,,4.0,692,53.0,0.1,509,75.0,0.0,475.0,65.0,0,0,0.0,0,0.0,0,26,0.0,0.0,0.0,0.0,0.0,603.0,74.0,0.0,0.0,591.0,74.0,584.0,63.0,553.0,49.0,593.0,74.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
