player_id,gameweek,position,team_code,points_roll3,points_roll5,xg_roll3,xg_roll5,xa_roll3,xa_roll5,bps_roll3,bps_roll5,ict_roll3,ict_roll5,minutes_roll3,minutes_roll5,defcon_roll3,defcon_roll5,points_std5,team_xg_for_roll5,team_xg_against_roll5,team_elo,opp_xg_against_roll5,opp_elo,has_double_gw,ppm_roll5,start_rate_roll5,gkp_saves_roll3,def_clean_sheet_roll5,def_attacking_return_rate,mid_creativity_roll3,mid_threat_roll3,mid_shots_on_target_roll3,mid_touches_box_roll3,fwd_xg_roll3,fwd_shots_on_target_roll3,fwd_touches_box_roll3,is_penalty_taker,is_corner_freekick_taker,is_direct_freekick_taker
1,23,GKP,3,4.33333,3.4,0,0,0,0,15,13.6,0.566667,1.38,90,90,0,0,2.40832,1.954,1.11,2061.98,0.758,1844.18,False,0.576271,1,0.333333,,,,,,,,,,0,0,0
2,23,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.954,1.11,2061.98,0.758,1844.18,False,0,0,0,,,,,,,,,,0,0,0
3,23,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.954,1.11,2061.98,0.758,1844.18,False,0,0,0,,,,,,,,,,0,0,0
4,23,GKP,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.954,1.11,2061.98,0.758,1844.18,False,0,0,0,,,,,,,,,,0,0,0
5,23,DEF,3,7.66667,7.8,0.15,0.176,0.0233333,0.016,23,22.2,4.76667,4.6,90,73,8.33333,6,5.06952,1.954,1.11,2061.98,0.758,1844.18,False,1.11429,0.8,,0.6,0.4,,,,,,,,0,0,0
6,23,DEF,3,5.33333,4,0.03,0.018,0.0633333,0.04,21.6667,17,2.93333,2.22,90,90,6,5,3.24037,1.954,1.11,2061.98,0.758,1844.18,False,0.666667,1,,0.4,0,,,,,,,,0,0,0
7,23,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.954,1.11,2061.98,0.758,1844.18,False,0,0,,0,0,,,,,,,,0,0,0
8,23,DEF,3,4.66667,4.6,0.0333333,0.1,0.0166667,0.015,16.3333,15.4,3,3.2,90,70.4,5.66667,4,3.36155,1.954,1.11,2061.98,0.758,1844.18,False,0.730159,0.8,,0.6,0.2,,,,,,,,0,0,0
9,23,DEF,3,0,0,,,,,0,0,0,0,0,0,0,0,0,1.954,1.11,2061.98,0.758,1844.18,False,0,0,,0,0,,,,,,,,0,0,0
10,23,DEF,3,0.333333,0.6,0,0,0,0.00333333,1.66667,1.6,0.466667,0.56,11,23.2,0.333333,0.8,0.547723,1.954,1.11,2061.98,0.758,1844.18,False,0.117647,0.2,,0,0,,,,,,,,0,0,0
