match_id,team_side,player_id,player_name,jersey_number,position,x,y
25-26-prem-afc-bournemouth-vs-liverpool,home,87,Christie,22,M,60.1,58.4
25-26-prem-afc-bournemouth-vs-liverpool,home,73,Smith,36,D,37.5,19.1
25-26-prem-afc-bournemouth-vs-liverpool,home,90,Scott,44,M,45.3,42.2
25-26-prem-afc-bournemouth-vs-liverpool,home,,A. Jiménez,47,D,45.1,16.6
25-26-prem-afc-bournemouth-vs-liverpool,home,,Evanilson,39,F,57.5,59.0
25-26-prem-afc-bournemouth-vs-liverpool,home,67,Petrović,50,G,7.8,50.6
25-26-prem-afc-bournemouth-vs-liverpool,home,,E. J. Kroupi,40,F,45.8,63.4
25-26-prem-afc-bournemouth-vs-liverpool,home,98,Enes Ünal,2,F,90.9,60.1
25-26-prem-afc-bournemouth-vs-liverpool,home,801,Tóth.A,3,M,58.7,38.6
25-26-prem-afc-bournemouth-vs-liverpool,home,74,Truffert,65,D,36.6,84.3
25-26-prem-afc-bournemouth-vs-liverpool,home,88,Cook,55,M,42.7,57.4
25-26-prem-afc-bournemouth-vs-liverpool,home,77,Hill,55,D,37.0,36.6
25-26-prem-afc-bournemouth-vs-liverpool,home,,M. Senesi,75,D,27.8,66.6
25-26-prem-afc-bournemouth-vs-liverpool,home,697,Adli,80,F,47.3,75.7
25-26-prem-afc-bournemouth-vs-liverpool,away,661,Ekitiké,18,F,70.3,61.3
25-26-prem-afc-bournemouth-vs-liverpool,away,371,Kerkez,33,D,47.5,85.5
25-26-prem-afc-bournemouth-vs-liverpool,away,376,Gomez,27,D,42.3,28.3
25-26-prem-afc-bournemouth-vs-liverpool,away,388,C.Jones,35,M,68.1,48.8
25-26-prem-afc-bournemouth-vs-liverpool,away,686,Ngumoha,13,F,80.9,78.6
25-26-prem-afc-bournemouth-vs-liverpool,away,384,Gakpo,39,M,64.1,66.1
25-26-prem-afc-bournemouth-vs-liverpool,away,,A. Robertson,37,D,55.5,82.2
25-26-prem-afc-bournemouth-vs-liverpool,away,,Alisson,55,G,14.5,49.4
25-26-prem-afc-bournemouth-vs-liverpool,away,381,M.Salah,61,M,77.4,26.1
25-26-prem-afc-bournemouth-vs-liverpool,away,386,Mac Allister,80,M,49.6,50.4
25-26-prem-afc-bournemouth-vs-liverpool,away,,W. Endo,54,M,44.7,28.6
25-26-prem-afc-bournemouth-vs-liverpool,away,373,Virgil,101,D,38.5,61.6
25-26-prem-afc-bournemouth-vs-liverpool,away,370,Frimpong,73,D,62.0,16.4
25-26-prem-afc-bournemouth-vs-liverpool,away,387,Szoboszlai,92,M,58.5,46.6
25-26-prem-afc-bournemouth-vs-liverpool,away,390,Gravenberch,89,M,50.6,47.9
25-26-prem-afc-bournemouth-vs-liverpool,away,382,Wirtz,91,M,66.0,46.3
25-26-prem-arsenal-vs-manchester-united,home,266,Eze,23,M,64.9,49.1
25-26-prem-arsenal-vs-manchester-united,home,,B. White,42,D,49.5,13.7
25-26-prem-arsenal-vs-manchester-united,home,20,Trossard,43,F,63.2,80.0
25-26-prem-arsenal-vs-manchester-united,home,17,Ødegaard,34,M,55.2,36.1
25-26-prem-arsenal-vs-manchester-united,home,,G. Jesus,37,F,65.6,46.8
25-26-prem-arsenal-vs-manchester-united,home,666,Gyökeres,12,F,77.5,26.4
25-26-prem-arsenal-vs-manchester-united,home,,M. Zubimendi,53,M,51.1,46.3
25-26-prem-arsenal-vs-manchester-united,home,,G. Magalhaes,65,D,45.2,66.8
25-26-prem-arsenal-vs-manchester-united,home,8,J.Timber,46,D,52.5,35.9
25-26-prem-arsenal-vs-manchester-united,home,21,Rice,88,M,53.3,55.2
25-26-prem-arsenal-vs-manchester-united,home,725,Hincapie,37,D,46.3,84.0
25-26-prem-arsenal-vs-manchester-united,home,6,Saliba,92,D,43.8,29.2
25-26-prem-arsenal-vs-manchester-united,home,,D. Raya,49,G,14.6,49.0
25-26-prem-arsenal-vs-manchester-united,home,18,Madueke,11,M,78.9,15.4
25-26-prem-arsenal-vs-manchester-united,home,16,Saka,77,F,68.9,24.1
25-26-prem-arsenal-vs-manchester-united,home,,M. Merino,30,M,55.1,29.8
25-26-prem-arsenal-vs-manchester-united,away,681,Šeško,5,F,57.0,57.5
25-26-prem-arsenal-vs-manchester-united,away,,M. Cunha,16,F,52.5,70.1
25-26-prem-arsenal-vs-manchester-united,away,438,Mazraoui,3,D,21.9,20.9
25-26-prem-arsenal-vs-manchester-united,away,,D. Dalot,31,D,47.1,14.2
25-26-prem-arsenal-vs-manchester-united,away,452,Amad,41,F,51.4,27.6
25-26-prem-arsenal-vs-manchester-united,away,441,Dorgu,49,M,50.8,78.9
25-26-prem-arsenal-vs-manchester-united,away,733,Lammens,61,G,10.0,50.9
25-26-prem-arsenal-vs-manchester-united,away,443,Shaw,58,D,41,86.5
25-26-prem-arsenal-vs-manchester-united,away,119,Mbeumo,30,F,61.8,44.9
25-26-prem-arsenal-vs-manchester-united,away,,B. Fernandes,73,M,52.8,61.0
25-26-prem-arsenal-vs-manchester-united,away,,Casemiro,59,M,40.1,54.2
25-26-prem-arsenal-vs-manchester-united,away,437,Martinez,77,D,36.6,67.9
25-26-prem-arsenal-vs-manchester-united,away,458,Mainoo,64,M,52.3,60.2
25-26-prem-arsenal-vs-manchester-united,away,442,Maguire,58,D,34.9,39.2
25-26-prem-brentford-vs-nottingham-forest,home,107,Lewis-Potter,9,D,52.1,84.0
25-26-prem-brentford-vs-nottingham-forest,home,108,Ajer,16,D,44.6,34.7
25-26-prem-brentford-vs-nottingham-forest,home,116,Hickey,30,D,50.2,54.3
25-26-prem-brentford-vs-nottingham-forest,home,124,Henderson,5,M,61.2,24.8
25-26-prem-brentford-vs-nottingham-forest,home,101,Kelleher,30,G,16.3,48.8
25-26-prem-brentford-vs-nottingham-forest,home,83,O.Dango,64,M,64.1,21.7
25-26-prem-brentford-vs-nottingham-forest,home,120,Schade,65,M,63.9,73.3
25-26-prem-brentford-vs-nottingham-forest,home,121,Damsgaard,31,M,68.8,53.8
25-26-prem-brentford-vs-nottingham-forest,home,106,Collins,113,D,41.5,64.5
25-26-prem-brentford-vs-nottingham-forest,home,109,Henry,65,D,52.1,83.8
25-26-prem-brentford-vs-nottingham-forest,home,113,Van den Berg,96,D,40.3,32.6
25-26-prem-brentford-vs-nottingham-forest,home,126,Jensen,91,M,63.9,53.4
25-26-prem-brentford-vs-nottingham-forest,home,110,Kayode,97,D,51.9,17.5
25-26-prem-brentford-vs-nottingham-forest,home,,I. Thiago,40,F,59.4,43.3
25-26-prem-brentford-vs-nottingham-forest,home,125,Janelt,89,M,58.8,60.7
25-26-prem-brentford-vs-nottingham-forest,home,129,Yarmoliuk,88,M,56.1,37.1
25-26-prem-brentford-vs-nottingham-forest,away,,Morato,7,D,30.8,76.4
25-26-prem-brentford-vs-nottingham-forest,away,693,Hutchinson,17,M,65.3,27.6
25-26-prem-brentford-vs-nottingham-forest,away,517,Anderson,99,M,46.8,58.5
25-26-prem-brentford-vs-nottingham-forest,away,502,Sels,44,G,9.0,47.3
25-26-prem-brentford-vs-nottingham-forest,away,527,Awoniyi,17,F,53.3,62.1
25-26-prem-brentford-vs-nottingham-forest,away,505,Milenković,32,D,23.3,39.3
25-26-prem-brentford-vs-nottingham-forest,away,508,N.Williams,73,D,42.2,83.3
25-26-prem-brentford-vs-nottingham-forest,away,,Murillo,45,D,29.1,62.5
25-26-prem-brentford-vs-nottingham-forest,away,,I. Jesus,49,F,56.3,53.8
25-26-prem-brentford-vs-nottingham-forest,away,516,Hudson-Odoi,56,M,51.5,35.2
25-26-prem-brentford-vs-nottingham-forest,away,519,Dominguez,42,M,43.3,72.3
25-26-prem-brentford-vs-nottingham-forest,away,507,Aina,70,D,34.5,22.3
25-26-prem-brentford-vs-nottingham-forest,away,515,Gibbs-White,45,M,52.0,49.8
25-26-prem-brentford-vs-nottingham-forest,away,521,Sangaré,69,M,37.3,42.0
25-26-prem-burnley-vs-tottenham-hotspur,home,207,Hannibal,13,M,45.8,33.7
25-26-prem-burnley-vs-tottenham-hotspur,home,217,Foster,17,F,56.8,71.4
25-26-prem-burnley-vs-tottenham-hotspur,home,209,Laurent,27,M,47.8,62.0
25-26-prem-burnley-vs-tottenham-hotspur,home,198,Tuanzebe,45,D,36.1,35.2
25-26-prem-burnley-vs-tottenham-hotspur,home,680,Broja,27,F,66.3,53.4
25-26-prem-burnley-vs-tottenham-hotspur,home,200,Anthony,77,M,57.2,62.9
25-26-prem-burnley-vs-tottenham-hotspur,home,193,Humphreys,60,D,40.3,80.4
25-26-prem-burnley-vs-tottenham-hotspur,home,,F. Luís,55,M,44.0,57.3
25-26-prem-burnley-vs-tottenham-hotspur,home,206,Edwards,53,F,56.1,37.6
25-26-prem-burnley-vs-tottenham-hotspur,home,676,Ugochukwu,64,M,49.4,39.9
25-26-prem-burnley-vs-tottenham-hotspur,home,191,Estève,60,D,35.2,64.3
25-26-prem-burnley-vs-tottenham-hotspur,home,470,Dúbravka,66,G,10.2,49.7
25-26-prem-burnley-vs-tottenham-hotspur,home,187,Walker,82,D,43.8,19.2
25-26-prem-burnley-vs-tottenham-hotspur,home,,L. Pires,68,D,51.4,89.4
25-26-prem-burnley-vs-tottenham-hotspur,away,584,Tel,22,F,58.7,41.8
25-26-prem-burnley-vs-tottenham-hotspur,away,599,Scarlett,8,F,46.7,28.2
25-26-prem-burnley-vs-tottenham-hotspur,away,574,Udogie,37,D,55.6,82.3
25-26-prem-burnley-vs-tottenham-hotspur,away,573,Spence,117,D,54.6,41.7
25-26-prem-burnley-vs-tottenham-hotspur,away,591,Gray,11,M,42.7,42.8
25-26-prem-burnley-vs-tottenham-hotspur,away,570,Danso,111,D,37.5,27.0
25-26-prem-burnley-vs-tottenham-hotspur,away,565,Vicario,52,G,12.3,48.5
25-26-prem-burnley-vs-tottenham-hotspur,away,,P. Porro,64,D,46.6,18.3
25-26-prem-burnley-vs-tottenham-hotspur,away,,D. Solanke,48,F,61.3,43.6
25-26-prem-burnley-vs-tottenham-hotspur,away,575,Van de Ven,57,D,42.8,72.8
25-26-prem-burnley-vs-tottenham-hotspur,away,717,Xavi,95,M,60.7,65.4
25-26-prem-burnley-vs-tottenham-hotspur,away,569,Romero,101,D,38.1,56.4
25-26-prem-burnley-vs-tottenham-hotspur,away,572,Dragusin,1,D,29.8,23.4
25-26-prem-burnley-vs-tottenham-hotspur,away,588,Odobert,78,F,60.8,20.0
25-26-prem-burnley-vs-tottenham-hotspur,away,587,Bissouma,87,M,49.1,52.6
25-26-prem-burnley-vs-tottenham-hotspur,away,796,Gallagher,91,M,49.6,30.0
25-26-prem-crystal-palace-vs-chelsea,home,259,Sosa,20,M,52.9,79.7
25-26-prem-crystal-palace-vs-chelsea,home,732,Uche,7,F,67.1,32.2
25-26-prem-crystal-palace-vs-chelsea,home,257,Lacroix,100,D,36.4,41.9
25-26-prem-crystal-palace-vs-chelsea,home,580,Johnson,41,F,55.5,56.7
25-26-prem-crystal-palace-vs-chelsea,home,270,Hughes,23,M,52.8,36.9
25-26-prem-crystal-palace-vs-chelsea,home,,J. Lerma,61,M,58.6,50.8
25-26-prem-crystal-palace-vs-chelsea,home,283,Mateta,39,F,54.9,44.4
25-26-prem-crystal-palace-vs-chelsea,home,,Y. Pino,27,F,67.4,73.8
25-26-prem-crystal-palace-vs-chelsea,home,,C. Riad,26,D,43.2,74.4
25-26-prem-crystal-palace-vs-chelsea,home,723,Canvot,51,D,35.2,18.7
25-26-prem-crystal-palace-vs-chelsea,home,,D. Muñoz,63,M,51.3,15.8
25-26-prem-crystal-palace-vs-chelsea,home,258,Mitchell,33,M,37.4,85.1
25-26-prem-crystal-palace-vs-chelsea,home,261,Richards,88,D,41.1,60.2
25-26-prem-crystal-palace-vs-chelsea,home,273,Wharton,77,M,47.9,37.4
25-26-prem-crystal-palace-vs-chelsea,home,253,Henderson,59,G,12.2,49.7
25-26-prem-crystal-palace-vs-chelsea,home,267,Sarr,53,F,56.6,27.0
25-26-prem-crystal-palace-vs-chelsea,away,672,Hato,16,D,34.4,54.2
25-26-prem-crystal-palace-vs-chelsea,away,,J. Gittens,15,M,52.3,11.7
25-26-prem-crystal-palace-vs-chelsea,away,,Estêvão,36,M,71.8,23.7
25-26-prem-crystal-palace-vs-chelsea,away,,M. Caicedo,58,M,44.1,58.7
25-26-prem-crystal-palace-vs-chelsea,away,225,James,101,D,44.2,29.6
25-26-prem-crystal-palace-vs-chelsea,away,,J. Pedro,42,F,58.2,60.0
25-26-prem-crystal-palace-vs-chelsea,away,,M. Cucurella,86,D,47.6,83.4
25-26-prem-crystal-palace-vs-chelsea,away,226,Chalobah,93,D,27.3,38.4
25-26-prem-crystal-palace-vs-chelsea,away,228,Gusto,20,D,37.5,21.7
25-26-prem-crystal-palace-vs-chelsea,away,,P. Neto,31,M,60.6,84.2
25-26-prem-crystal-palace-vs-chelsea,away,230,Fofana,33,D,32.2,27.0
25-26-prem-crystal-palace-vs-chelsea,away,250,Delap,11,F,49.7,60.1
25-26-prem-crystal-palace-vs-chelsea,away,,B. Badiashile,125,D,33.2,69.5
25-26-prem-crystal-palace-vs-chelsea,away,,R. Sánchez,81,G,14.0,51.7
25-26-prem-crystal-palace-vs-chelsea,away,,A. Santos,96,M,37.2,46.6
25-26-prem-crystal-palace-vs-chelsea,away,237,Enzo,71,M,50.6,54.5
25-26-prem-everton-vs-leeds-united,home,707,Dibling,26,M,71.2,13.8
25-26-prem-everton-vs-leeds-united,home,305,Armstrong,23,M,63.6,75.6
25-26-prem-everton-vs-leeds-united,home,300,McNeil,14,M,45.0,21.5
25-26-prem-everton-vs-leeds-united,home,,Beto,2,F,64.5,44.7
25-26-prem-everton-vs-leeds-united,home,296,Patterson,62,D,44.9,20.1
25-26-prem-everton-vs-leeds-united,home,310,Barry,52,F,61.0,49.7
25-26-prem-everton-vs-leeds-united,home,,V. Mykolenko,105,D,51.0,88.1
25-26-prem-everton-vs-leeds-united,home,291,Tarkowski,103,D,36.2,39.0
25-26-prem-everton-vs-leeds-united,home,293,O'Brien,87,D,47.6,37.9
25-26-prem-everton-vs-leeds-united,home,290,Branthwaite,72,D,49.9,72.1
25-26-prem-everton-vs-leeds-united,home,287,Pickford,59,G,15.7,56.5
25-26-prem-everton-vs-leeds-united,home,302,Gana,78,M,56.6,49.2
25-26-prem-everton-vs-leeds-united,home,303,Garner,106,M,58.3,69.4
25-26-prem-everton-vs-leeds-united,home,299,Ndiaye,73,M,61.8,76.5
25-26-prem-everton-vs-leeds-united,home,242,Dewsbury-Hall,60,M,59.8,45.7
25-26-prem-everton-vs-leeds-united,away,,A. Tanaka,18,M,39.5,65.0
25-26-prem-everton-vs-leeds-united,away,493,Longstaff,5,M,79.2,71.3
25-26-prem-everton-vs-leeds-united,away,356,Gruev,48,M,44.4,63.6
25-26-prem-everton-vs-leeds-united,away,691,Calvert-Lewin,54,F,62.2,41.1
25-26-prem-everton-vs-leeds-united,away,342,Bogle,72,D,52.6,15.8
25-26-prem-everton-vs-leeds-united,away,350,Aaronson,64,M,51.0,70.5
25-26-prem-everton-vs-leeds-united,away,660,Stach,56,M,49.6,27.7
25-26-prem-everton-vs-leeds-united,away,345,Bornauw,74,D,29.1,42.1
25-26-prem-everton-vs-leeds-united,away,698,Okafor,12,F,62.2,74.2
25-26-prem-everton-vs-leeds-united,away,168,Buonanotte,8,M,61.0,39.0
25-26-prem-everton-vs-leeds-united,away,348,Rodon,53,D,36.8,21.9
25-26-prem-everton-vs-leeds-united,away,341,Darlow,60,G,14.0,46.5
25-26-prem-everton-vs-leeds-united,away,706,Justin,85,D,43.8,83.2
25-26-prem-everton-vs-leeds-united,away,354,Ampadu,82,M,42.5,47.5
25-26-prem-everton-vs-leeds-united,away,343,Struijk,89,D,36.9,69.5
25-26-prem-fulham-vs-brighton-hove-albion,home,727,Chukwueze,16,F,68.3,62.8
