match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status
25-26-prem-afc-bournemouth-vs-everton,,,,,,False,False,confirmed
25-26-prem-arsenal-vs-brentford,,,,,,False,False,confirmed
25-26-prem-brighton-hove-albion-vs-aston-villa,,,,,,False,False,confirmed
25-26-prem-burnley-vs-crystal-palace,,,,,,False,False,confirmed
25-26-prem-fulham-vs-manchester-city,,,,,,False,False,confirmed
25-26-prem-leeds-united-vs-chelsea,,,,,,False,False,confirmed
25-26-prem-liverpool-vs-sunderland,,,,,,False,False,confirmed
25-26-prem-manchester-united-vs-west-ham-united,,,,,,False,False,confirmed
25-26-prem-newcastle-united-vs-tottenham-hotspur,,,,,,False,False,confirmed
25-26-prem-wolverhampton-wanderers-vs-nottingham-forest,,,,,,False,False,confirmed
