match_id,minute,home_xg,away_xg,home_cumulative_xg,away_cumulative_xg
25-26-prem-afc-bournemouth-vs-leeds-united,10,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,16,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,32,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,34,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,37,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,43,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,46,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,49,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,51,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,54,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,57,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,60,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,62,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,66,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,67,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,68,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,75,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,76,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,77,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,85,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,86,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,88,0,0,0.0,0.0
25-26-prem-afc-bournemouth-vs-leeds-united,90,0,0,0.0,0.0
25-26-prem-aston-villa-vs-sunderland,2,0,0,0.0,0.0
25-26-prem-aston-villa-vs-sunderland,4,0,0,0.0,0.0
25-26-prem-aston-villa-vs-sunderland,5,0,0,0.0,0.0
25-26-prem-aston-villa-vs-sunderland,9,0,0,0.0,0.0
25-26-prem-aston-villa-vs-sunderland,15,0,0,0.0,0.0
25-26-prem-aston-villa-vs-sunderland,34,0,0,0.0,0.0
25-26-prem-aston-villa-vs-sunderland,36,0,0,0.0,0.0
25-26-prem-aston-villa-vs-sunderland,42,0,0,0.0,0.0
25-26-prem-aston-villa-vs-sunderland,47,0,0,0.0,0.0
25-26-prem-aston-villa-vs-sunderland,56,0,0,0.0,0.0
