id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
687,a,,,4.3,617,365.0,0,0.0,-2,2.0,0.2,392,132.0,0,0,0.0,666.0,254.0,0,0,0.0,549.0,183.0,0.0,0.0,0.0,26601,14,22026,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,244.0,0.0,652.0,249.0,0.0,629.0,238.0,0.0,658.0,246.0,,,,33,,Remy,Rees-Dottin,Rees-Dottin,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
697,a,,,5.4,173,108.0,0,0.0,-1,1.0,0.3,313,108.0,63,0,2.3,305.0,132.0,4,234,0.5,297.0,140.0,0.1,11.7,0.0,119755,7,85530,436,0.0,1.0,2.55,1.59,4.14,16.45,0.22,0.14,0.36,1.45,264.8,234.0,99.0,222.9,167.0,113.0,251.0,115.0,69.0,73.3,181.0,91.0,,,,33,,Amine,Adli,Adli,,,1024,3,2,3,16,0,0,0,2,0,0,10,118,,,,0.0,0.26,1.41,0.88,10.37,34,25,59
253,a,,,5.1,223,7.0,0,0.0,1,-1.0,8.1,47,8.0,117,0,3.9,71.0,9.0,7,490,1.0,223.0,21.0,0.2,22.9,0.0,1151787,730,1039294,1083,0.5,1.0,0.0,0.1,0.1,40.17,0.0,0.0,0.0,1.34,706.8,30.0,10.0,10.0,434.0,13.0,0.0,798.0,92.0,71.6,193.0,9.0,,,,33,,Dean,Henderson,Henderson,,,2700,0,0,10,36,0,1,0,3,0,88,30,80,,,,2.93,0.33,1.2,1.0,0.0,0,45,246
254,a,100.0,100.0,3.9,752,74.0,0,0.0,-1,1.0,0.3,309,42.0,7,0,7.0,1.0,1.0,0,29,0.0,388.0,34.0,0.0,1.8,0.0,20728,20,33448,21,-0.5,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,1.12,22.8,450.0,35.0,0.0,526.0,28.0,0.0,494.0,15.0,2.3,472.0,35.0,,,,33,,Walter,Benítez,Benitez,,,90,0,0,1,0,0,0,0,0,0,3,1,0,,,,3.0,1.0,0.0,1.0,0.0,0,1,9
255,a,,,3.9,755,77.0,0,0.0,-1,1.0,0.1,482,72.0,0,0,0.0,552.0,48.0,0,0,0.0,391.0,37.0,0.0,0.0,0.0,6296,3,9116,6,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,48.0,0.0,529.0,31.0,0.0,497.0,18.0,0.0,544.0,48.0,,,,33,,Remi,Matthews,Matthews,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
713,a,,,4.5,467,94.0,0,0.0,0,0.0,0.3,339,123.0,68,2,2.3,301.0,112.0,2,270,1.0,214.0,75.0,0.2,15.1,0.0,65628,39,34973,267,0.0,2.0,1.07,1.58,2.65,39.39,0.05,0.07,0.12,1.66,377.4,161.0,70.0,247.0,151.0,38.0,172.0,182.0,42.0,79.6,164.0,54.0,,,,33,,Álex,Jiménez Sánchez,A.Jimenez,,,2135,1,2,5,37,0,0,0,9,0,0,24,153,,,,0.0,0.21,1.56,1.01,5.82,62,76,123
756,a,,,4.5,517,322.0,0,0.0,0,0.0,0.0,744,314.0,0,0,0.0,764.0,326.0,0,0,0.0,684.0,274.0,0.0,0.0,0.0,1913,1,1301,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,325.0,0.0,756.0,325.0,0.0,744.0,322.0,0.0,763.0,325.0,,,,33,,Malcom,DaCosta,DaCosta,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
799,a,,,4.5,514,319.0,0,0.0,0,0.0,0.0,775,333.0,0,0,0.0,762.0,324.0,0,0,0.0,681.0,271.0,0.0,0.0,0.0,794,1,372,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,323.0,0.0,754.0,323.0,0.0,741.0,319.0,0.0,761.0,323.0,,,,33,,Charlie,Stevens,Stevens,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
801,a,,,4.9,340,211.0,0,0.0,-1,1.0,0.0,761,324.0,5,1,0.8,519.0,241.0,0,17,0.5,288.0,136.0,0.1,1.0,0.0,955,3,579,5,0.0,1.0,0.06,0.25,0.31,3.16,0.07,0.29,0.36,3.69,8.0,472.0,212.0,33.5,378.0,192.0,14.0,402.0,198.0,5.5,450.0,202.0,,,,33,,Alex,Tóth,Tóth.A,,,77,0,0,0,1,0,0,0,1,0,0,1,10,,,,0.0,0.0,1.17,1.17,11.69,1,4,5
806,a,,,4.0,681,49.0,0,0.0,0,0.0,0.0,758,88.0,0,0,0.0,591.0,71.0,0,0,0.0,435.0,62.0,0.0,0.0,0.0,757,3,426,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,71.0,0.0,572.0,58.0,0.0,541.0,45.0,0.0,583.0,71.0,,,,33,,Christos,Mandas,Mandas,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
807,a,,,5.5,149,94.0,0,0.0,0,0.0,1.8,142,48.0,39,5,3.9,75.0,33.0,2,149,2.2,123.0,49.0,0.4,7.1,0.0,436277,105,194799,2787,0.0,4.4,1.33,1.55,2.88,14.86,0.16,0.18,0.34,1.74,158.8,321.0,146.0,173.2,199.0,130.0,135.0,225.0,124.0,46.7,284.0,143.0,,,,33,,Rayan Vitor,Simplício Rocha,Rayan,,,769,2,2,3,7,0,0,0,1,0,0,9,50,,,,0.0,0.35,0.82,1.05,5.85,8,13,29
