id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
420,u,0.0,0.0,6.3,63,41.0,0,0.0,-2,2.0,0.1,564,208.0,0,0,0.0,822.0,368.0,0,0,0.0,815.0,363.0,0.0,0.0,0.0,1928,0,19907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,368.0,0.0,822.0,368.0,0.0,822.0,368.0,0.0,822.0,368.0,,,,35,,İlkay,Gündoğan,Gündoğan,has joined Galatasaray permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
805,a,,,5.4,169,40.0,0,0.0,-1,1.0,0.0,718,90.0,8,0,2.7,241.0,24.0,0,34,0.0,790.0,85.0,0.0,1.5,0.0,6079,4,4630,6,0.0,0.0,0.72,0.01,0.73,1.87,0.54,0.01,0.55,1.41,37.2,434.0,51.0,12.7,422.0,55.0,31.0,369.0,56.0,7.9,435.0,55.0,,,,35,,Lorenzo,Lucca,Lucca,,,119,1,0,1,1,0,0,0,0,0,0,1,5,,,,0.0,0.76,0.76,0.76,3.78,0,4,1
814,a,,,4.5,443,91.0,0,0.0,0,0.0,0.0,770,260.0,3,0,1.0,482.0,172.0,0,13,0.2,335.0,113.0,0.0,0.7,0.0,563,1,282,1,0.2,0.2,0.0,0.38,0.38,0.36,0.0,0.48,0.48,0.46,17.0,459.0,167.0,2.0,466.0,170.0,4.0,441.0,166.0,2.3,475.0,170.0,,,,35,,Luca,Netz,Netz,,,71,0,0,0,0,0,0,0,0,0,0,0,5,,,,0.0,0.0,0.0,0.0,6.34,1,4,5
670,a,100.0,100.0,4.8,370,15.0,0,0.0,3,-3.0,8.5,48,9.0,123,1,3.8,78.0,8.0,12,509,3.2,75.0,7.0,0.7,25.6,0.0,2360424,233,1474356,1886,2.7,3.7,0.0,0.1,0.1,45.78,0.0,0.0,0.0,1.47,791.2,15.0,4.0,40.0,371.0,2.0,0.0,764.0,88.0,83.0,166.0,3.0,,,,35,,Robin,Roefs,Roefs,,,2813,0,0,9,43,0,1,0,3,0,97,32,110,,,,3.11,0.29,1.38,1.03,0.0,0,33,302
818,a,,,4.5,504,71.0,0,0.0,0,0.0,0.0,630,84.0,0,0,0.0,755.0,82.0,0,0,0.0,675.0,71.0,0.0,0.0,0.0,4965,19,2297,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0,82.0,0.0,747.0,81.0,0.0,734.0,81.0,0.0,754.0,82.0,,,,35,,James,Wilson,Wilson,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
421,d,75.0,75.0,6.3,66,43.0,0,0.0,-2,2.0,0.5,275,96.0,62,0,3.1,192.0,75.0,5,323,1.2,220.0,100.0,0.2,9.8,0.0,72304,3,111955,105,2.5,1.3,0.79,2.33,3.12,18.75,0.05,0.15,0.2,1.19,341.8,195.0,78.0,392.5,76.0,60.0,102.0,271.0,147.0,83.8,164.0,86.0,,,,35,,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,Groin Injury - 75% chance of playing,,1420,1,0,5,14,0,0,0,2,0,0,16,194,,,,0.0,0.32,0.89,1.01,12.3,40,55,99
422,a,100.0,100.0,5.8,103,67.0,0,0.0,-2,2.0,0.0,676,272.0,2,0,1.0,508.0,236.0,0,7,0.2,356.0,165.0,0.0,0.3,0.0,2708,3,3512,3,1.4,0.7,0.0,0.03,0.03,0.62,0.0,0.21,0.21,4.29,4.4,484.0,219.0,3.6,456.0,218.0,0.0,817.0,364.0,0.8,494.0,226.0,,,,35,,Mateo,Kovačić,Kovačić,,,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
423,a,100.0,100.0,5.9,97,63.0,0,0.0,-1,1.0,0.1,474,165.0,57,0,2.5,276.0,115.0,1,305,0.5,314.0,145.0,0.1,9.7,0.0,28447,12,31740,6,2.0,1.0,0.58,1.02,1.6,16.97,0.04,0.07,0.11,1.09,285.8,232.0,99.0,200.9,187.0,122.0,65.0,317.0,166.0,55.1,266.0,134.0,,,,35,,Nico,González Iglesias,N.Gonzalez,,,1397,1,0,7,14,0,0,0,6,0,0,15,187,,,,0.0,0.45,0.9,0.97,12.05,38,68,81
425,u,0.0,0.0,5.4,179,113.0,0,0.0,-1,1.0,0.0,749,317.0,0,0,0.0,816.0,363.0,0,0,0.0,795.0,352.0,0.0,0.0,0.0,194,0,3239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,362.0,0.0,814.0,362.0,0.0,812.0,361.0,0.0,815.0,362.0,,,,35,,Claudio,Echeverri,Echeverri,has joined Girona on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
427,a,,,5.0,258,157.0,0,0.0,-5,5.0,9.0,43,15.0,86,0,3.3,150.0,62.0,6,325,0.0,748.0,319.0,0.0,17.2,0.0,3560019,80,5022282,364,1.0,0.5,3.96,2.27,6.23,17.28,0.24,0.14,0.38,1.05,339.4,196.0,79.0,340.0,101.0,72.0,394.0,68.0,41.0,106.5,105.0,61.0,4.0,3.0,,35,,Tijjani,Reijnders,Reijnders,,,1488,5,2,7,16,0,0,0,2,0,0,17,95,,,,0.0,0.42,0.97,1.03,5.75,10,31,54
