id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
9,u,0.0,0.0,5.4,169,20.0,0,0.0,-1,1.0,0.0,595,212.0,0,0,0.0,811.0,268.0,0,0,0.0,783.0,262.0,0.0,0.0,0.0,1119,0,10932,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,268.0,0.0,809.0,268.0,0.0,807.0,268.0,0.0,810.0,268.0,,,,33,,Jakub,Kiwior,Kiwior,has joined Porto on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
35,u,0.0,0.0,4.0,687,51.0,0,0.0,0,0.0,0.0,756,87.0,0,0,0.0,596.0,73.0,0,0,0.0,441.0,64.0,0.0,0.0,0.0,0,0,1285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,73.0,0.0,577.0,60.0,0.0,546.0,47.0,0.0,588.0,73.0,,,,33,,Filip,Marschall,Marschall,Has joined Stevenage permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
36,a,100.0,100.0,4.7,382,64.0,0,0.0,2,-2.0,8.2,45,15.0,107,0,3.7,94.0,36.0,6,408,2.3,109.0,40.0,0.5,22.8,0.0,2897798,2370,2253931,642,2.3,2.3,1.12,2.7,3.82,38.34,0.04,0.1,0.14,1.36,552.0,64.0,31.0,425.9,57.0,9.0,208.0,140.0,27.0,118.6,73.0,14.0,3.0,,,33,,Matty,Cash,Cash,,,2532,3,2,8,28,0,0,0,8,0,0,29,181,,,,0.0,0.28,1.0,1.03,5.62,51,107,76
198,a,100.0,100.0,3.9,756,215.0,0,0.0,-1,1.0,0.9,204,79.0,27,0,2.5,262.0,100.0,0,81,0.0,392.0,140.0,0.0,6.9,0.0,137941,9,299852,34,0.0,-1.5,0.61,0.11,0.72,24.88,0.06,0.01,0.07,2.41,225.2,263.0,106.0,9.8,435.0,154.0,52.0,332.0,106.0,28.9,350.0,118.0,,,,33,,Axel,Tuanzebe,Tuanzebe,,,931,1,0,1,22,1,0,0,1,0,0,11,106,,,,0.0,0.1,2.13,1.06,9.38,12,85,29
199,a,100.0,100.0,3.8,794,236.0,0,0.0,-2,2.0,0.2,368,134.0,20,0,1.8,365.0,135.0,0,40,0.0,361.0,120.0,0.0,5.3,0.0,31392,6,27685,59,0.0,-1.5,0.08,0.02,0.1,11.68,0.01,0.0,0.01,2.12,147.4,327.0,124.0,1.5,465.0,169.0,19.0,389.0,138.0,17.0,394.0,141.0,,,,33,,Joe,Worrall,Worrall,,,496,0,0,0,11,0,0,0,0,0,0,5,77,,,,0.0,0.0,2.0,0.91,13.79,4,72,10
200,a,100.0,100.0,5.0,260,157.0,0,0.0,-5,5.0,2.0,137,45.0,107,0,3.5,124.0,56.0,6,424,1.0,220.0,96.0,0.2,21.4,0.0,1283062,25,1124326,681,0.0,0.5,4.31,2.58,6.89,49.49,0.18,0.11,0.29,2.03,503.0,86.0,28.0,467.0,44.0,38.0,517.0,32.0,16.0,148.6,35.0,26.0,2.0,,,33,,Jaidon,Anthony,Anthony,,,2198,7,3,4,48,0,0,0,4,0,0,26,201,,,,0.0,0.16,1.97,1.06,8.23,36,44,121
73,a,100.0,100.0,4.4,520,98.0,0,0.0,-1,1.0,0.2,383,140.0,39,0,2.1,323.0,119.0,2,123,0.2,338.0,107.0,0.0,8.9,0.0,28480,14,42791,33,0.0,0.4,0.0,0.2,0.2,13.96,0.0,0.02,0.02,1.56,120.8,349.0,133.0,59.3,337.0,115.0,18.0,393.0,140.0,19.8,385.0,136.0,,,,33,,Adam,Smith,Smith,,,805,0,1,4,15,0,0,0,3,0,0,11,56,,,,0.0,0.45,1.68,1.23,5.93,12,41,22
74,a,,,4.7,392,67.0,0,0.0,2,-2.0,4.6,82,27.0,134,8,4.1,56.0,22.0,12,483,4.0,31.0,13.0,0.9,28.5,0.0,984025,944,478869,3731,0.0,8.0,0.92,2.47,3.39,47.97,0.03,0.08,0.11,1.47,666.0,37.0,14.0,440.5,53.0,8.0,111.0,250.0,67.0,121.8,67.0,11.0,,,,33,,Adrien,Truffert,Truffert,,,2928,1,4,9,47,0,0,0,4,0,0,33,318,,,,0.0,0.28,1.44,1.01,8.24,86,182,165
146,a,100.0,0.0,4.5,410,74.0,0,0.0,0,0.0,0.9,206,80.0,82,0,2.8,218.0,86.0,3,389,0.2,339.0,108.0,0.0,18.2,0.0,166148,35,222281,159,0.0,0.0,1.3,0.51,1.81,38.31,0.05,0.02,0.07,1.34,573.4,57.0,27.0,108.6,267.0,77.0,154.0,195.0,48.0,83.8,148.0,50.0,,3.0,,33,,Lewis,Dunk,Dunk,,,2565,0,1,6,35,0,0,0,10,0,0,28,259,,,,0.0,0.21,1.23,0.98,7.61,33,184,120
147,u,0.0,0.0,4.5,421,82.0,0,0.0,0,0.0,0.0,751,257.0,0,0,0.0,698.0,257.0,0,0,0.0,599.0,237.0,0.0,0.0,0.0,0,0,1989,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,257.0,0.0,687.0,257.0,0.0,668.0,256.0,0.0,694.0,257.0,,,,33,,Pervis,Estupiñán Tenorio,Estupiñan,Has joined AC Milan permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
148,a,,,4.4,533,108.0,0,0.0,-1,1.0,0.7,232,87.0,93,1,2.9,202.0,81.0,4,426,2.2,121.0,45.0,0.5,21.1,0.0,143496,28,82541,558,0.0,3.9,1.74,2.44,4.18,38.57,0.06,0.08,0.14,1.3,410.0,137.0,57.0,356.5,80.0,18.0,195.0,152.0,31.0,96.4,109.0,31.0,,,,33,,Ferdi,Kadıoğlu,F.Kadıoğlu,,,2680,0,2,8,34,0,0,0,6,0,0,29,183,,,,0.0,0.27,1.14,0.97,5.14,54,99,115
149,a,100.0,100.0,4.5,425,85.0,0,0.0,0,0.0,0.1,509,181.0,6,0,1.5,411.0,152.0,0,10,0.0,602.0,239.0,0.0,1.3,0.0,10947,5,10984,19,0.0,-0.5,0.0,0.0,0.0,4.66,0.0,0.0,0.0,4.07,25.8,443.0,163.0,10.6,425.0,153.0,0.0,671.0,258.0,3.6,462.0,166.0,,,,33,,Igor Julio,dos Santos de Paulo,Igor,,,103,0,0,0,3,0,0,0,0,0,0,1,13,,,,0.0,0.0,2.62,0.87,11.36,0,13,3
170,d,25.0,25.0,4.9,284,176.0,0,0.0,-1,1.0,0.1,469,163.0,34,0,1.8,376.0,159.0,0,153,0.5,286.0,134.0,0.1,6.9,0.0,19503,1,24441,32,0.0,0.1,1.03,0.65,1.68,11.32,0.13,0.08,0.21,1.43,137.6,336.0,151.0,149.5,221.0,142.0,59.0,323.0,170.0,34.4,332.0,163.0,,,1.0,33,,James,Milner,Milner,Knock - 25% chance of playing,,714,1,1,2,14,0,0,0,2,0,0,6,76,,,,0.0,0.25,1.76,0.76,9.58,14,24,38
171,u,0.0,0.0,4.9,325,201.0,0,0.0,-1,1.0,0.0,714,293.0,0,0,0.0,784.0,341.0,0,0,0.0,725.0,302.0,0.0,0.0,0.0,197,0,2980,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.0,340.0,0.0,779.0,340.0,0.0,775.0,338.0,0.0,783.0,340.0,,,,33,,Jeremy,Sarmiento Morante,Sarmiento,has joined Middlesbrough on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
172,u,0.0,0.0,4.8,373,233.0,0,0.0,-2,2.0,0.0,654,258.0,5,0,0.8,518.0,240.0,0,15,0.0,703.0,286.0,0.0,1.0,0.0,2397,0,4287,1,0.0,0.0,0.04,0.03,0.07,1.72,0.06,0.05,0.11,2.72,6.0,478.0,216.0,2.4,460.0,221.0,7.0,429.0,206.0,1.6,476.0,217.0,,,,33,,Tom,Watson,Watson,has joined Millwall on loan for the rest of the season.,,57,0,0,0,2,0,0,0,1,0,0,0,5,,,,0.0,0.0,3.16,0.0,7.89,1,0,4
237,a,100.0,100.0,6.5,51,32.0,0,0.0,0,0.0,12.5,27,10.0,131,2,4.2,52.0,21.0,14,597,1.0,237.0,108.0,0.2,20.2,0.0,5609782,478,4745690,6120,0.0,2.5,10.76,6.2,16.96,36.58,0.36,0.21,0.57,1.24,688.0,32.0,8.0,817.5,6.0,6.0,671.0,20.0,9.0,217.7,5.0,3.0,3.0,2.0,2.0,33,,Enzo,Fernández,Enzo,,,2664,8,4,8,36,0,0,0,8,0,0,30,219,,,,0.0,0.27,1.22,1.01,7.4,49,48,122
238,a,100.0,100.0,6.4,61,40.0,0,0.0,-1,1.0,1.8,143,49.0,58,1,2.6,259.0,108.0,4,172,0.8,250.0,115.0,0.1,9.1,0.0,873351,109,916213,297,0.0,2.1,2.89,2.14,5.03,10.29,0.31,0.23,0.54,1.1,183.4,293.0,128.0,230.9,163.0,109.0,293.0,95.0,58.0,70.5,197.0,98.0,4.0,,3.0,33,,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,,,839,2,5,4,11,0,0,0,4,0,0,12,56,,,,0.0,0.43,1.18,1.29,6.01,11,9,36
