match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
25-26-prem-afc-bournemouth-vs-leeds-united,,,,,,False,False,,confirmed,
25-26-prem-aston-villa-vs-sunderland,,,,,,False,False,,confirmed,
25-26-prem-brentford-vs-fulham,,,,,,False,False,,confirmed,
25-26-prem-brighton-hove-albion-vs-chelsea,,,,,,False,False,,confirmed,
25-26-prem-burnley-vs-manchester-city,,,,,,False,False,,confirmed,
25-26-prem-chelsea-vs-manchester-united,,,,,,False,False,,confirmed,
25-26-prem-crystal-palace-vs-west-ham-united,,,,,,False,False,,confirmed,
25-26-prem-everton-vs-liverpool,,,,,,False,False,,confirmed,
25-26-prem-leeds-united-vs-wolverhampton-wanderers,,,,,,False,False,,confirmed,
25-26-prem-manchester-city-vs-arsenal,,,,,,False,False,,confirmed,
25-26-prem-newcastle-united-vs-afc-bournemouth,,,,,,False,False,,confirmed,
25-26-prem-nottingham-forest-vs-burnley,,,,,,False,False,,confirmed,
25-26-prem-tottenham-hotspur-vs-brighton-hove-albion,,,,,,False,False,,confirmed,
