match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
25-26-prem-aston-villa-vs-leeds-united,,,,,,False,False,,confirmed,
25-26-prem-brentford-vs-brighton-hove-albion,,,,,,False,False,,confirmed,
25-26-prem-chelsea-vs-burnley,,,,,,False,False,,confirmed,
25-26-prem-crystal-palace-vs-wolverhampton-wanderers,,,,,,False,False,,confirmed,
25-26-prem-everton-vs-manchester-united,,,,,,False,False,,confirmed,
25-26-prem-manchester-city-vs-newcastle-united,,,,,,False,False,,confirmed,
25-26-prem-nottingham-forest-vs-liverpool,,,,,,False,False,,confirmed,
25-26-prem-sunderland-vs-fulham,,,,,,False,False,,confirmed,
25-26-prem-tottenham-hotspur-vs-arsenal,,,,,,False,False,,confirmed,
25-26-prem-west-ham-united-vs-afc-bournemouth,,,,,,False,False,,confirmed,
