match_id,team_side,player_id,player_name,jersey_number,position,x,y
25-26-prem-aston-villa-vs-leeds-united,home,456,Sancho,38,M,75.8,33.0
25-26-prem-aston-villa-vs-leeds-united,home,55,Barkley,47,M,52.7,43.7
25-26-prem-aston-villa-vs-leeds-united,home,59,Onana,46,M,47.5,32.5
25-26-prem-aston-villa-vs-leeds-united,home,,E. Martínez,38,G,10.7,47.7
25-26-prem-aston-villa-vs-leeds-united,home,808,Abraham,6,F,57.7,61.8
25-26-prem-aston-villa-vs-leeds-united,home,40,Mings,94,D,39.8,65.2
25-26-prem-aston-villa-vs-leeds-united,home,64,Watkins,42,F,69.9,48.4
25-26-prem-aston-villa-vs-leeds-united,home,42,A.García,5,D,49.2,13.1
25-26-prem-aston-villa-vs-leeds-united,home,44,Bogarde,6,M,44.6,52.3
25-26-prem-aston-villa-vs-leeds-united,home,39,Maatsen,76,D,52.1,82.0
25-26-prem-aston-villa-vs-leeds-united,home,,D. Luiz,90,M,52.8,61.5
25-26-prem-aston-villa-vs-leeds-united,home,36,Cash,98,D,53.8,13.3
25-26-prem-aston-villa-vs-leeds-united,home,,E. Buendía,54,M,65.0,67.1
25-26-prem-aston-villa-vs-leeds-united,home,49,Bailey,58,M,60.2,17.2
25-26-prem-aston-villa-vs-leeds-united,home,,E. Konsa,89,D,37.4,34.2
25-26-prem-aston-villa-vs-leeds-united,home,47,Rogers,76,M,64.7,53.9
25-26-prem-aston-villa-vs-leeds-united,away,344,Bijol,15,D,41.2,56.5
25-26-prem-aston-villa-vs-leeds-united,away,350,Aaronson,46,M,54.6,75.2
25-26-prem-aston-villa-vs-leeds-united,away,706,Justin,51,D,39.0,53.4
25-26-prem-aston-villa-vs-leeds-united,away,347,Gudmundsson,30,D,47.8,83.7
25-26-prem-aston-villa-vs-leeds-united,away,356,Gruev,52,M,46.6,64.7
25-26-prem-aston-villa-vs-leeds-united,away,365,Nmecha,13,F,62.4,56.0
25-26-prem-aston-villa-vs-leeds-united,away,660,Stach,47,M,50.3,32.8
25-26-prem-aston-villa-vs-leeds-united,away,343,Struijk,54,D,28.4,66.9
25-26-prem-aston-villa-vs-leeds-united,away,493,Longstaff,7,M,68.9,43.2
25-26-prem-aston-villa-vs-leeds-united,away,691,Calvert-Lewin,51,F,64.0,54.0
25-26-prem-aston-villa-vs-leeds-united,away,342,Bogle,58,D,38.2,18.2
25-26-prem-aston-villa-vs-leeds-united,away,341,Darlow,52,G,9.7,48.7
25-26-prem-aston-villa-vs-leeds-united,away,348,Rodon,61,D,30.8,42.5
25-26-prem-aston-villa-vs-leeds-united,away,354,Ampadu,69,M,46.6,58.9
25-26-prem-brentford-vs-brighton-hove-albion,home,121,Damsgaard,26,M,64.4,65.3
25-26-prem-brentford-vs-brighton-hove-albion,home,120,Schade,34,M,48.1,77.2
25-26-prem-brentford-vs-brighton-hove-albion,home,,I. Thiago,40,F,62.8,46.4
25-26-prem-brentford-vs-brighton-hove-albion,home,116,Hickey,30,D,37.3,23.0
25-26-prem-brentford-vs-brighton-hove-albion,home,126,Jensen,53,M,58.6,54.9
25-26-prem-brentford-vs-brighton-hove-albion,home,107,Lewis-Potter,12,D,56.4,25.1
25-26-prem-brentford-vs-brighton-hove-albion,home,125,Janelt,27,M,52.9,48.2
25-26-prem-brentford-vs-brighton-hove-albion,home,108,Ajer,52,D,43.9,30.6
25-26-prem-brentford-vs-brighton-hove-albion,home,109,Henry,93,D,38.3,83.8
25-26-prem-brentford-vs-brighton-hove-albion,home,130,Donovan,7,F,79.9,83
25-26-prem-brentford-vs-brighton-hove-albion,home,83,O.Dango,53,M,60.1,41.5
25-26-prem-brentford-vs-brighton-hove-albion,home,106,Collins,67,D,36.1,36.7
25-26-prem-brentford-vs-brighton-hove-albion,home,129,Yarmoliuk,55,M,47.8,43.2
25-26-prem-brentford-vs-brighton-hove-albion,home,113,Van den Berg,81,D,36.5,69.0
25-26-prem-brentford-vs-brighton-hove-albion,home,101,Kelleher,61,G,12.7,52.0
25-26-prem-brentford-vs-brighton-hove-albion,home,124,Henderson,48,M,47.1,42.1
25-26-prem-brentford-vs-brighton-hove-albion,away,152,Veltman,20,D,42.2,17.0
25-26-prem-brentford-vs-brighton-hove-albion,away,167,Baleba,4,M,60.7,24.2
25-26-prem-brentford-vs-brighton-hove-albion,away,178,Welbeck,38,F,53.5,47.0
25-26-prem-brentford-vs-brighton-hove-albion,away,145,De Cuyper,9,D,62.7,10.4
25-26-prem-brentford-vs-brighton-hove-albion,away,173,Wieffer,50,D,48.3,15.5
25-26-prem-brentford-vs-brighton-hove-albion,away,,K. Mitoma,57,M,63.6,74.5
25-26-prem-brentford-vs-brighton-hove-albion,away,151,Van Hecke,81,D,34.3,32.7
