id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
9,Jakub,Kiwior,Kiwior,u,has joined Porto on loan for the rest of the season.,,5.4,169,20.0,0.0,595,212.0,0.0,783.0,262.0,0,0,0.0,-1,1.0,0,1,0.0,0.0,0.0,0.0,0.0,811.0,268.0,0.0,0.0,810.0,268.0,809.0,268.0,807.0,268.0,810.0,268.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Filip,Marschall,Marschall,u,Has joined Stevenage permanently.,,4.0,687,51.0,0.0,756,87.0,0.0,441.0,64.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,596.0,73.0,0.0,0.0,586.0,73.0,577.0,60.0,546.0,47.0,588.0,73.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Matty,Cash,Cash,a,,,4.7,382,64.0,8.2,45,15.0,2.3,109.0,40.0,0,0,0.0,2,-2.0,2370,642,0.5,22.8,2.3,2.3,3.7,94.0,36.0,100.0,100.0,64.0,31.0,57.0,9.0,140.0,27.0,73.0,14.0,3.0,,,,,,,0.04,0.1,0.14,1.36,0.0,0.28,1.0,1.03,5.62,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5689.0,11874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Axel,Tuanzebe,Tuanzebe,a,,,3.9,756,215.0,0.9,204,79.0,0.0,392.0,140.0,0,0,0.0,-1,1.0,9,34,0.0,6.9,0.0,-1.5,2.5,262.0,100.0,100.0,100.0,263.0,106.0,435.0,154.0,332.0,106.0,350.0,118.0,,,,,,,,0.06,0.01,0.07,2.41,0.0,0.1,2.13,1.06,9.38,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Joe,Worrall,Worrall,a,,,3.8,794,236.0,0.2,368,134.0,0.0,361.0,120.0,0,0,0.0,-2,2.0,6,59,0.0,5.3,0.0,-1.5,1.8,365.0,135.0,100.0,100.0,327.0,124.0,465.0,169.0,389.0,138.0,394.0,141.0,,,,,,,,0.01,0.0,0.01,2.12,0.0,0.0,2.0,0.91,13.79,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Jaidon,Anthony,Anthony,a,,,5.0,260,157.0,2.0,137,45.0,1.0,220.0,96.0,0,0,0.0,-5,5.0,25,681,0.2,21.4,0.0,0.5,3.5,124.0,56.0,100.0,100.0,86.0,28.0,44.0,38.0,32.0,16.0,35.0,26.0,2.0,,,,,,,0.18,0.11,0.29,2.03,0.0,0.16,1.97,1.06,8.23,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Adam,Smith,Smith,a,,,4.4,520,98.0,0.2,383,140.0,0.2,338.0,107.0,0,0,0.0,-1,1.0,14,33,0.0,8.9,0.0,0.4,2.1,323.0,119.0,100.0,100.0,349.0,133.0,337.0,115.0,393.0,140.0,385.0,136.0,,,,,,,,0.0,0.02,0.02,1.56,0.0,0.45,1.68,1.23,5.93,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Adrien,Truffert,Truffert,a,,,4.7,392,67.0,4.6,82,27.0,4.0,31.0,13.0,8,0,0.0,2,-2.0,944,3731,0.9,28.5,0.0,8.0,4.1,56.0,22.0,,,37.0,14.0,53.0,8.0,250.0,67.0,67.0,11.0,,,,,,,,0.03,0.08,0.11,1.47,0.0,0.28,1.44,1.01,8.24,33,8.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,30504.0,6122.0,0.0,0.49000000000000005,0.020000000000000018,0.5100000000000002,1.5899999999999963,0.0,0.0,0.0,0.0,2.0,6.0,4.0,8.0
146,Lewis,Dunk,Dunk,a,,,4.5,410,74.0,0.9,206,80.0,0.2,339.0,108.0,0,0,0.0,0,0.0,35,159,0.0,18.2,0.0,0.0,2.8,218.0,86.0,100.0,0.0,57.0,27.0,267.0,77.0,195.0,48.0,148.0,50.0,,3.0,,,,,,0.05,0.02,0.07,1.34,0.0,0.21,1.23,0.98,7.61,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Pervis,Estupiñán Tenorio,Estupiñan,u,Has joined AC Milan permanently,,4.5,421,82.0,0.0,751,257.0,0.0,599.0,237.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,698.0,257.0,0.0,0.0,692.0,257.0,687.0,257.0,668.0,256.0,694.0,257.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
