match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
25-26-prem-afc-bournemouth-vs-brighton-hove-albion,,,,,,False,False,,confirmed,
25-26-prem-arsenal-vs-nottingham-forest,,,,,,False,False,,confirmed,
25-26-prem-brentford-vs-chelsea,,,,,,False,False,,confirmed,
25-26-prem-burnley-vs-liverpool,,,,,,False,False,,confirmed,
25-26-prem-crystal-palace-vs-sunderland,,,,,,False,False,,confirmed,
25-26-prem-everton-vs-aston-villa,,,,,,False,False,,confirmed,
25-26-prem-fulham-vs-leeds-united,,,,,,False,False,,confirmed,
25-26-prem-manchester-city-vs-manchester-united,,,,,,False,False,,confirmed,
25-26-prem-newcastle-united-vs-wolverhampton-wanderers,,,,,,False,False,,confirmed,
25-26-prem-west-ham-united-vs-tottenham-hotspur,,,,,,False,False,,confirmed,
