match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
26-27-prem-afc-bournemouth-vs-hull-city,,,,,,False,False,,,
26-27-prem-aston-villa-vs-crystal-palace,,,,,,False,False,,,
26-27-prem-brentford-vs-manchester-city,,,,,,False,False,,,
26-27-prem-chelsea-vs-liverpool,,,,,,False,False,,,
26-27-prem-everton-vs-fulham,,,,,,False,False,,,
26-27-prem-leeds-united-vs-ipswich-town,,,,,,False,False,,,
26-27-prem-manchester-united-vs-coventry-city,,,,,,False,False,,,
26-27-prem-newcastle-united-vs-sunderland,,,,,,False,False,,,
26-27-prem-nottingham-forest-vs-brighton-hove-albion,,,,,,False,False,,,
26-27-prem-tottenham-hotspur-vs-arsenal,,,,,,False,False,,,
