match_id,team_side,player_id,player_name,jersey_number,position,x,y
25-26-prem-brighton-hove-albion-vs-manchester-united,home,163,Hinshelwood,23,M,63.7,47.4
25-26-prem-brighton-hove-albion-vs-manchester-united,home,145,De Cuyper,26,D,63.1,78.9
25-26-prem-brighton-hove-albion-vs-manchester-united,home,160,Minteh,27,M,78.1,86.5
25-26-prem-brighton-hove-albion-vs-manchester-united,home,167,Baleba,37,M,53.6,59.9
25-26-prem-brighton-hove-albion-vs-manchester-united,home,,D. Gómez,50,M,53.4,26.1
25-26-prem-brighton-hove-albion-vs-manchester-united,home,178,Welbeck,19,F,57.9,38.6
25-26-prem-brighton-hove-albion-vs-manchester-united,home,181,Kostoulas,21,F,76.0,47.5
25-26-prem-brighton-hove-albion-vs-manchester-united,home,173,Wieffer,58,D,49.3,14.6
25-26-prem-brighton-hove-albion-vs-manchester-united,home,158,Georginio,10,M,64.4,49.5
25-26-prem-brighton-hove-albion-vs-manchester-united,home,159,March,26,M,68.3,28.9
25-26-prem-brighton-hove-albion-vs-manchester-united,home,148,F.Kadıoğlu,66,D,53.9,84.4
25-26-prem-brighton-hove-albion-vs-manchester-united,home,151,Van Hecke,92,D,37.5,31.8
25-26-prem-brighton-hove-albion-vs-manchester-united,home,783,Groß,75,M,58.4,39.3
25-26-prem-brighton-hove-albion-vs-manchester-united,home,139,Verbruggen,62,G,11.8,51.0
25-26-prem-brighton-hove-albion-vs-manchester-united,home,170,Milner,55,M,45.3,58.6
25-26-prem-brighton-hove-albion-vs-manchester-united,home,146,Dunk,93,D,37.8,65.3
25-26-prem-brighton-hove-albion-vs-manchester-united,away,119,Mbeumo,25,F,58.9,41.3
25-26-prem-brighton-hove-albion-vs-manchester-united,away,452,Amad,56,F,54.8,35.3
25-26-prem-brighton-hove-albion-vs-manchester-united,away,733,Lammens,42,G,9.9,47.8
25-26-prem-brighton-hove-albion-vs-manchester-united,away,441,Dorgu,39,M,63.2,76.0
25-26-prem-brighton-hove-albion-vs-manchester-united,away,442,Maguire,66,D,33.1,34.0
25-26-prem-brighton-hove-albion-vs-manchester-united,away,755,Lacey,19,M,50.8,22.1
25-26-prem-brighton-hove-albion-vs-manchester-united,away,466,Zirkzee,9,F,68.6,65.6
25-26-prem-brighton-hove-albion-vs-manchester-united,away,444,Yoro,11,D,30.1,17.2
25-26-prem-brighton-hove-albion-vs-manchester-united,away,771,Fletcher,16,M,52.7,53.3
25-26-prem-brighton-hove-albion-vs-manchester-united,away,448,Malacia,13,D,45.2,87.4
25-26-prem-brighton-hove-albion-vs-manchester-united,away,438,Mazraoui,58,D,36.9,16.1
25-26-prem-brighton-hove-albion-vs-manchester-united,away,443,Shaw,49,D,38.5,86.2
25-26-prem-brighton-hove-albion-vs-manchester-united,away,437,Martinez,62,D,32.5,67.2
25-26-prem-brighton-hove-albion-vs-manchester-united,away,,B. Fernandes,70,M,55.5,45.7
25-26-prem-brighton-hove-albion-vs-manchester-united,away,455,Mount,65,F,48.0,38.3
25-26-prem-brighton-hove-albion-vs-manchester-united,away,458,Mainoo,84,M,46.6,50.7
25-26-prem-burnley-vs-wolverhampton-wanderers,home,216,Amdouni,13,F,64.4,45.8
25-26-prem-burnley-vs-wolverhampton-wanderers,home,614,Ward-Prowse,29,M,54.9,46.5
